District,Rainfall (mm),River,River Level,Flood Risk,Flood Occurred,Area affected in (m.ha),Population affected in (million),Damage to Crops,Damage to Houses,Year,Month
0,29.0,3,0.0,1,0,1.3,7.0,0.6,42,1981,6
0,12.59999966621399,3,0.0,1,0,0.0,0.0,0.0,32,1989,6
0,171.40000092983246,3,0.0,1,0,0.0,0.0,0.0,32,1989,7
0,114.19999845325948,3,0.0,1,0,0.0,0.0,0.0,32,1989,8
0,450.2000004053116,3,0.0,0,1,0.0,0.0,0.0,32,1989,9
0,69.59999978542328,3,0.0,1,0,0.0,0.0,0.0,32,1989,10
0,231.4000008851289,3,0.0,2,0,0.0,0.0,0.0,32,1990,6
0,548.2000011950731,3,0.0,0,1,0.0,0.0,0.0,32,1990,7
0,196.19999915361404,3,0.0,1,0,0.0,0.0,0.0,32,1990,8
0,148.89999997615814,3,0.0,1,0,0.0,0.0,0.0,32,1990,9
0,73.79999899864197,3,0.0,1,0,0.0,0.0,0.0,32,1990,10
0,163.0999990105629,3,0.0,1,0,0.98,4.823,0.4,23,1991,6
0,137.60000099241734,3,0.0,1,0,0.98,4.823,0.4,23,1991,7
0,176.59999883174896,3,0.0,1,0,0.98,4.823,0.4,23,1991,8
0,638.0999960899353,3,0.0,0,1,0.98,4.823,0.4,23,1991,9
0,22.40000009536743,3,0.0,1,0,0.98,4.823,0.4,23,1991,10
0,11.399999856948853,3,0.0,1,0,0.08,0.55,0.02,1,1992,6
0,226.69999706745148,3,0.0,2,0,0.08,0.55,0.02,1,1992,7
0,148.20000088214874,3,0.0,1,0,0.08,0.55,0.02,1,1992,8
0,49.0999992787838,3,0.0,1,0,0.08,0.55,0.02,1,1992,9
0,87.5999997407198,3,0.0,1,0,0.08,0.55,0.02,1,1992,10
0,137.0000001192093,3,0.0,1,0,1.56,5.35,1.14,8,1993,6
0,581.5999941006303,3,0.0,0,1,1.56,5.35,1.14,8,1993,7
0,552.6000010073185,3,0.0,0,1,1.56,5.35,1.14,8,1993,8
0,272.6000028550625,3,0.0,2,0,1.56,5.35,1.14,8,1993,9
0,25.399999737739563,3,0.0,1,0,1.56,5.35,1.14,8,1993,10
0,142.00000154972076,3,0.0,1,0,0.65,4.01,0.35,37,1994,6
0,192.8999974131584,3,0.0,1,0,0.65,4.01,0.35,37,1994,7
0,230.3000030517578,3,0.0,2,0,0.65,4.01,0.35,37,1994,8
0,169.70000138878822,3,0.0,1,0,0.65,4.01,0.35,37,1994,9
0,25.000000596046448,3,0.0,1,0,0.65,4.01,0.35,37,1994,10
0,203.4000018835068,3,0.0,2,0,0.92,6.63,0.42,19,1995,6
0,221.6000020802021,3,0.0,2,0,0.92,6.63,0.42,19,1995,7
0,283.400001719594,3,0.0,2,0,0.92,6.63,0.42,19,1995,8
0,225.79999651014805,3,0.0,2,0,0.92,6.63,0.42,19,1995,9
0,6.200000047683716,3,0.0,1,0,0.92,6.63,0.42,19,1995,10
0,108.99999848008156,3,0.0,1,0,1.19,8.73,0.73,41,1996,6
0,301.0000004768372,3,0.0,0,1,1.19,8.73,0.73,41,1996,7
0,392.3999975025654,3,0.0,0,1,1.19,8.73,0.73,41,1996,8
0,103.79999804496764,3,0.0,1,0,1.19,8.73,0.73,41,1996,9
0,53.80000019073486,3,0.0,1,0,1.19,8.73,0.73,41,1996,10
0,171.40000104904175,3,0.0,1,0,1.47,6.96,0.65,38,1997,6
0,482.7999972105026,3,0.0,0,1,1.47,6.96,0.65,38,1997,7
0,266.7999985963106,3,0.0,2,0,1.47,6.96,0.65,38,1997,8
0,188.0000015795231,3,0.0,1,0,1.47,6.96,0.65,38,1997,9
0,6.400000095367432,3,0.0,1,0,1.47,6.96,0.65,38,1997,10
0,275.19999861717224,3,0.0,2,0,2.51,13.47,1.28,31,1998,6
0,879.999997138977,3,0.0,0,1,2.51,13.47,1.28,31,1998,7
0,516.800003528595,3,0.0,0,1,2.51,13.47,1.28,31,1998,8
0,353.9999976158142,3,0.0,0,1,2.51,13.47,1.28,31,1998,9
0,140.3999983072281,3,0.0,1,0,2.51,13.47,1.28,31,1998,10
0,476.1999965906143,3,0.0,0,1,0.84,6.56,0.3,24,1999,6
0,349.0000011920929,3,0.0,0,1,0.84,6.56,0.3,24,1999,7
0,508.8000025749207,3,0.0,0,1,0.84,6.56,0.3,24,1999,8
0,413.9999970793724,3,0.0,0,1,0.84,6.56,0.3,24,1999,9
0,194.6000022888184,3,0.0,1,0,0.84,6.56,0.3,24,1999,10
0,318.6000018119812,3,0.0,0,1,0.78,8.24,0.42,43,2000,6
0,290.3000048398972,3,0.0,2,0,0.78,8.24,0.42,43,2000,7
0,115.19999885559082,3,0.0,1,0,0.78,8.24,0.42,43,2000,8
0,15.0,3,0.0,1,0,0.78,8.24,0.42,43,2000,9
0,294.1000049114228,3,0.0,2,0,1.19,9.1,0.65,25,2001,6
0,171.40000224113464,3,0.0,1,0,1.19,9.1,0.65,25,2001,7
0,306.2000022828579,3,0.0,0,1,1.19,9.1,0.65,25,2001,8
0,860.4000072479248,3,0.0,0,1,1.19,9.1,0.65,25,2001,9
0,734.4000091552734,3,0.0,0,1,1.19,9.1,0.65,25,2001,10
0,182.79999935626984,3,0.0,1,0,1.97,16.02,0.94,34,2002,6
0,622.4000067263842,3,0.0,0,1,1.97,16.02,0.94,34,2002,7
0,213.5999970138073,3,0.0,2,0,1.97,16.02,0.94,34,2002,8
0,214.79999658465383,3,0.0,2,0,1.97,16.02,0.94,34,2002,9
0,2.200000047683716,3,0.0,1,0,1.97,16.02,0.94,34,2002,10
0,327.99999737739563,3,0.0,0,1,1.82,8.16,0.79,45,2003,6
0,645.3999964743853,3,0.0,0,1,1.82,8.16,0.79,45,2003,7
0,442.6000005304813,3,0.0,0,1,1.82,8.16,0.79,45,2003,8
0,321.59999933838844,3,0.0,0,1,1.82,8.16,0.79,45,2003,9
0,161.20000302791595,3,0.0,1,0,1.82,8.16,0.79,45,2003,10
0,252.60000133514404,3,0.0,2,0,2.7,21.3,1.4,36,2004,6
0,840.0000015795231,3,0.0,0,1,2.7,21.3,1.4,36,2004,7
0,275.60000252723694,3,0.0,2,0,2.7,21.3,1.4,36,2004,8
0,262.40000000596046,3,0.0,2,0,2.7,21.3,1.4,36,2004,9
0,92.00000095367432,3,0.0,1,0,2.7,21.3,1.4,36,2004,10
0,437.2000023126602,3,0.0,0,1,0.46,2.1,0.13,6,2005,6
0,458.9999966621399,3,0.0,0,1,0.46,2.1,0.13,6,2005,7
0,296.19999969005585,3,0.0,2,0,0.46,2.1,0.13,6,2005,8
0,125.99999952316284,3,0.0,1,0,0.46,2.1,0.13,6,2005,9
0,42.20000076293945,3,0.0,1,0,0.46,2.1,0.13,6,2005,10
0,472.1999924182892,3,0.0,0,1,17.83,1.16,0.15,10,2006,6
0,344.40000224113464,3,0.0,0,1,17.83,1.16,0.15,10,2006,7
0,155.00000101327896,3,0.0,1,0,17.83,1.16,0.15,10,2006,8
0,317.0000003874302,3,0.0,0,1,17.83,1.16,0.15,10,2006,9
0,102.99999809265135,3,0.0,1,0,17.83,1.16,0.15,10,2006,10
0,116.0,3,0.0,1,0,1.88,24.44,1.06,44,2007,6
0,419.0000030994415,3,0.0,0,1,1.88,24.44,1.06,44,2007,7
0,363.6000002622605,3,0.0,0,1,1.88,24.44,1.06,44,2007,8
0,310.7999978661537,3,0.0,0,1,1.88,24.44,1.06,44,2007,9
0,3.400000095367432,3,0.0,1,0,1.88,24.44,1.06,44,2007,10
0,201.3999948501587,3,0.0,2,0,0.64,5.09,0.26,13,2008,6
0,849.200003772974,3,0.0,0,1,0.64,5.09,0.26,13,2008,7
0,467.8000006079674,3,0.0,0,1,0.64,5.09,0.26,13,2008,8
0,212.4000000059605,3,0.0,2,0,0.64,5.09,0.26,13,2008,9
0,73.0,3,0.0,1,0,0.64,5.09,0.26,13,2008,10
0,75.19999980926514,3,0.0,1,0,1.11,2.2,0.05,20,2009,6
0,377.599997997284,3,0.0,0,1,1.11,2.2,0.05,20,2009,7
0,615.9999999701977,3,0.0,0,1,1.11,2.2,0.05,20,2009,8
0,78.39999961853027,3,0.0,1,0,1.11,2.2,0.05,20,2009,9
0,87.4000015258789,3,0.0,1,0,1.11,2.2,0.05,20,2009,10
0,270.799999833107,3,0.0,2,0,0.2,0.72,0.01,29,2010,6
0,423.2000000476837,3,0.0,0,1,0.2,0.72,0.01,29,2010,7
0,140.0,3,0.0,1,0,0.2,0.72,0.01,29,2010,8
0,243.0,3,0.0,2,0,0.2,0.72,0.01,29,2010,9
0,8.0,3,0.0,1,0,0.2,0.72,0.01,29,2010,10
0,145.60000002384186,3,0.0,1,0,3.82,7.14,0.34,4,2011,6
0,627.8000000119209,3,0.0,0,1,3.82,7.14,0.34,4,2011,7
0,245.0,3,0.0,2,0,3.82,7.14,0.34,4,2011,8
0,528.2000007629395,3,0.0,0,1,3.82,7.14,0.34,4,2011,9
0,16.0,3,0.0,1,0,3.82,7.14,0.34,4,2011,10
0,45.0,3,0.0,1,0,0.11,0.24,0.03,28,2012,6
0,442.0,3,0.0,0,1,0.11,0.24,0.03,28,2012,7
0,228.0,3,0.0,2,0,0.11,0.24,0.03,28,2012,8
0,333.79999828338623,3,0.0,0,1,0.11,0.24,0.03,28,2012,9
0,29.0,3,0.0,1,0,0.11,0.24,0.03,28,2012,10
0,342.0,3,0.0,0,1,2.36,7.23,0.71,21,2013,6
0,606.5999989509583,3,0.0,0,1,2.36,7.23,0.71,21,2013,7
0,327.5999995470047,3,0.0,0,1,2.36,7.23,0.71,21,2013,8
0,121.80000007152556,3,0.0,1,0,2.36,7.23,0.71,21,2013,9
0,214.0,3,0.0,2,0,2.36,7.23,0.71,21,2013,10
0,267.0,3,0.0,2,0,3.9,3.0,0.5,14,2014,6
0,281.0000004768372,3,0.0,2,0,3.9,3.0,0.5,14,2014,7
0,418.0,3,0.0,0,1,3.9,3.0,0.5,14,2014,8
0,366.0,3,0.0,0,1,3.9,3.0,0.5,14,2014,9
0,50.0,3,0.0,1,0,3.9,3.0,0.5,14,2014,10
0,0.0,3,0.0,1,0,0.01,0.49,0.0,0,2015,5
0,147.0,3,0.0,1,0,0.01,0.49,0.0,0,2015,6
0,226.60000038146973,3,0.0,2,0,0.01,0.49,0.0,0,2015,7
0,273.0,3,0.0,2,0,0.01,0.49,0.0,0,2015,8
0,129.0,3,0.0,1,0,0.01,0.49,0.0,0,2015,9
0,38.0,3,0.0,1,0,0.01,0.49,0.0,0,2015,10
0,23.0,3,0.0,1,0,4.33,8.79,0.71,35,2016,1
0,0.0,3,0.0,1,0,4.33,8.79,0.71,35,2016,2
0,28.30000001192093,3,0.0,1,0,4.33,8.79,0.71,35,2016,3
0,11.0,3,0.0,1,0,4.33,8.79,0.71,35,2016,4
0,163.99999952316284,3,0.0,1,0,4.33,8.79,0.71,35,2016,5
0,213.0,3,0.0,2,0,4.33,8.79,0.71,35,2016,6
0,535.0,3,0.0,0,1,4.33,8.79,0.71,35,2016,7
0,134.0,3,0.0,1,0,4.33,8.79,0.71,35,2016,8
0,642.5999999046326,3,0.0,0,1,4.33,8.79,0.71,35,2016,9
0,123.0,3,0.0,1,0,4.33,8.79,0.71,35,2016,10
0,0.0,3,0.0,1,0,4.33,8.79,0.71,35,2016,11
0,0.0,3,0.0,1,0,4.33,8.79,0.71,35,2016,12
0,0.0,3,0.0,1,0,3.0,18.5,0.3,40,2017,1
0,0.0,3,0.0,1,0,3.0,18.5,0.3,40,2017,2
0,52.5,3,0.0,1,0,3.0,18.5,0.3,40,2017,3
0,26.0,3,0.0,1,0,3.0,18.5,0.3,40,2017,4
0,28.5,3,0.0,1,0,3.0,18.5,0.3,40,2017,5
0,52.0,3,0.0,1,0,3.0,18.5,0.3,40,2017,6
0,343.0,3,0.0,0,1,3.0,18.5,0.3,40,2017,7
0,679.0,3,0.0,0,1,3.0,18.5,0.3,40,2017,8
0,134.0,3,0.0,1,0,3.0,18.5,0.3,40,2017,9
0,104.0,3,0.0,1,0,3.0,18.5,0.3,40,2017,10
0,0.0,3,0.0,1,0,3.0,18.5,0.3,40,2017,11
0,0.0,3,0.0,1,0,3.0,18.5,0.3,40,2017,12
0,0.0,3,0.0,1,0,0.03,0.15,0.0,33,2018,1
0,0.0,3,0.0,1,0,0.03,0.15,0.0,33,2018,2
0,2.0,3,0.0,1,0,0.03,0.15,0.0,33,2018,3
0,160.0,3,0.0,1,0,0.03,0.15,0.0,33,2018,4
0,161.0,3,0.0,1,0,0.03,0.15,0.0,33,2018,5
0,98.0,3,0.0,1,0,0.03,0.15,0.0,33,2018,6
0,241.00000083446503,3,0.0,2,0,0.03,0.15,0.0,33,2018,7
0,408.0000004768372,3,0.0,0,1,0.03,0.15,0.0,33,2018,8
0,164.39999878406525,3,0.0,1,0,0.03,0.15,0.0,33,2018,9
0,4.0,3,0.0,1,0,0.03,0.15,0.0,33,2018,10
0,0.0,3,0.0,1,0,0.03,0.15,0.0,33,2018,11
0,3.0,3,0.0,1,0,0.03,0.15,0.0,33,2018,12
0,0.6000000238418579,3,0.0,1,0,1.06,14.94,0.36,32,2019,1
0,13.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,2
0,3.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,3
0,22.399999976158146,3,0.0,1,0,1.06,14.94,0.36,32,2019,4
0,82.01000022888184,3,0.0,1,0,1.06,14.94,0.36,32,2019,5
0,517.0,3,0.0,0,1,1.06,14.94,0.36,32,2019,6
0,1630.4999969303608,3,0.0,0,1,1.06,14.94,0.36,32,2019,7
0,742.4999995529652,3,0.0,0,1,1.06,14.94,0.36,32,2019,8
0,3138.500003159046,3,0.0,0,1,1.06,14.94,0.36,32,2019,9
0,1754.5999999046326,3,0.0,0,1,1.06,14.94,0.36,32,2019,10
0,342.5,3,0.0,0,1,1.06,14.94,0.36,32,2019,11
0,813.5,3,0.0,0,1,1.06,14.94,0.36,32,2019,12
0,58.10000002384186,3,0.0,1,0,0.0,0.0,0.0,32,2020,1
0,24.0,3,0.0,1,0,0.0,0.0,0.0,32,2020,2
0,118.39999997615814,3,0.0,1,0,0.0,0.0,0.0,32,2020,3
0,1271.5,3,0.0,0,1,0.0,0.0,0.0,32,2020,4
0,1787.699999332428,3,0.0,0,1,0.0,0.0,0.0,32,2020,5
0,1784.8000021278858,3,0.0,0,1,0.0,0.0,0.0,32,2020,6
0,2190.499998807907,3,0.0,0,1,0.0,0.0,0.0,32,2020,7
0,1690.4999988377094,3,0.0,0,1,0.0,0.0,0.0,32,2020,8
0,1725.4999977350235,3,0.0,0,1,0.0,0.0,0.0,32,2020,9
0,6162.999999910593,3,0.0,0,1,0.0,0.0,0.0,32,2020,10
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2020,11
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2020,12
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2021,1
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2021,2
0,0.5,3,0.0,1,0,0.0,0.0,0.0,32,2021,3
0,68.30000007152557,3,0.0,1,0,0.0,0.0,0.0,32,2021,4
0,970.8999974727632,3,0.0,0,1,0.0,0.0,0.0,32,2021,5
0,945.399998575449,3,0.0,0,1,0.0,0.0,0.0,32,2021,6
0,245.60000014305115,3,0.0,2,0,0.0,0.0,0.0,32,2021,7
0,200.60000109672544,3,0.0,2,0,0.0,0.0,0.0,32,2021,8
0,76.8000001013279,3,0.0,1,0,0.0,0.0,0.0,32,2021,9
0,179.60000228881836,3,0.0,1,0,0.0,0.0,0.0,32,2021,10
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2021,11
0,2.799999952316284,3,0.0,1,0,0.0,0.0,0.0,32,2021,12
0,6.0,3,0.0,1,0,0.0,0.0,0.0,32,2022,1
0,26.0,3,0.0,1,0,0.0,0.0,0.0,32,2022,2
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2022,3
0,6.3999998569488525,3,0.0,1,0,0.0,0.0,0.0,32,2022,4
0,14135.70000064373,3,0.0,0,1,0.0,0.0,0.0,32,2022,5
0,18704.60000327229,3,0.0,0,1,0.0,0.0,0.0,32,2022,6
0,572.1000007987022,3,0.0,0,1,0.0,0.0,0.0,32,2022,7
0,181.40000009536743,3,0.0,1,0,0.0,0.0,0.0,32,2022,8
0,277.1999996304512,3,0.0,2,0,0.0,0.0,0.0,32,2022,9
0,81.5,3,0.0,1,0,0.0,0.0,0.0,32,2022,10
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2022,11
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2022,12
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2023,1
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2023,2
0,7.199999928474426,3,0.0,1,0,0.0,0.0,0.0,32,2023,3
0,5.200000107288361,3,0.0,1,0,0.0,0.0,0.0,32,2023,4
0,55.59999990463257,3,0.0,1,0,0.0,0.0,0.0,32,2023,5
0,252.7999975681305,3,0.0,2,0,0.0,0.0,0.0,32,2023,6
0,416.599999666214,3,0.0,0,1,0.0,0.0,0.0,32,2023,7
0,622.7999984025955,3,0.0,0,1,0.0,0.0,0.0,32,2023,8
0,318.200002104044,3,0.0,0,1,0.0,0.0,0.0,32,2023,9
0,92.79999995231628,3,0.0,1,0,0.0,0.0,0.0,32,2023,10
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2023,11
0,4.0,3,0.0,1,0,0.0,0.0,0.0,32,2023,12
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2024,1
0,1.2000000476837158,3,0.0,1,0,0.0,0.0,0.0,32,2024,2
0,66.39999961853027,3,0.0,1,0,0.0,0.0,0.0,32,2024,3
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2024,4
0,99.99999809265135,3,0.0,1,0,0.0,0.0,0.0,32,2024,5
0,239.79999947547915,3,0.0,2,0,0.0,0.0,0.0,32,2024,6
0,264.99999964237213,3,0.0,2,0,0.0,0.0,0.0,32,2024,7
0,237.6000016927719,3,0.0,2,0,0.0,0.0,0.0,32,2024,8
0,439.5999994277954,3,0.0,0,1,0.0,0.0,0.0,32,2024,9
0,3.3999999165534973,3,0.0,1,0,0.0,0.0,0.0,32,2024,10
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2024,11
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2024,12
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2025,1
0,0.0,3,0.0,1,0,0.92,6.63,0.42,19,1995,7
0,0.0,3,0.0,1,0,1.11,2.2,0.05,20,2009,9
0,0.0,3,0.0,1,0,0.2,0.72,0.01,29,2010,7
0,0.0,3,0.0,1,0,0.2,0.72,0.01,29,2010,8
0,0.0,3,0.0,1,0,0.2,0.72,0.01,29,2010,9
0,0.0,3,0.0,1,0,0.2,0.72,0.01,29,2010,10
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,1
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,2
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,3
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,4
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,5
0,427.5,3,0.0,0,1,1.06,14.94,0.36,32,2019,6
0,112.5,3,0.0,1,0,1.06,14.94,0.36,32,2019,7
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,8
0,368.19999980926514,3,0.0,0,1,1.06,14.94,0.36,32,2019,9
0,7.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,10
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,11
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,12
0,11338.0,3,0.0,0,1,0.0,0.0,0.0,32,2020,1
0,288.19999980926514,3,0.0,2,0,0.0,0.0,0.0,32,2020,2
0,62.0,3,0.0,1,0,0.0,0.0,0.0,32,2020,3
0,552.0,3,0.0,0,1,0.0,0.0,0.0,32,2020,4
0,1078.5,3,0.0,0,1,0.0,0.0,0.0,32,2020,5
0,2419.2000007629395,3,0.0,0,1,0.0,0.0,0.0,32,2020,6
0,4552.600001573563,3,0.0,0,1,0.0,0.0,0.0,32,2020,7
0,1384.2999992370603,3,0.0,0,1,0.0,0.0,0.0,32,2020,8
0,9752.999998092651,3,0.0,0,1,0.0,0.0,0.0,32,2020,9
0,119.5,3,0.0,1,0,0.0,0.0,0.0,32,2020,10
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2020,11
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2020,12
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2021,1
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2021,2
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2021,3
0,268.80000019073486,3,0.0,2,0,0.0,0.0,0.0,32,2021,4
0,4123.000000476837,3,0.0,0,1,0.0,0.0,0.0,32,2021,5
0,3603.199999332428,3,0.0,0,1,0.0,0.0,0.0,32,2021,6
0,2343.9000034332275,3,0.0,0,1,0.0,0.0,0.0,32,2021,7
0,533.2000018358231,3,0.0,0,1,0.0,0.0,0.0,32,2021,8
0,162.099999666214,3,0.0,1,0,0.0,0.0,0.0,32,2021,9
0,98.60000276565552,3,0.0,1,0,0.0,0.0,0.0,32,2021,10
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2021,11
0,142.0,3,0.0,1,0,0.0,0.0,0.0,32,2021,12
0,3.5999999046325684,3,0.0,1,0,0.0,0.0,0.0,32,2022,1
0,5.200000047683716,3,0.0,1,0,0.0,0.0,0.0,32,2022,2
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2022,3
0,20.20000004768372,3,0.0,1,0,0.0,0.0,0.0,32,2022,4
0,17319.800001382828,3,0.0,0,1,0.0,0.0,0.0,32,2022,5
0,31824.19999837876,3,0.0,0,1,0.0,0.0,0.0,32,2022,6
0,66400.49999856949,3,0.0,0,1,0.0,0.0,0.0,32,2022,7
0,73162.09999990463,3,0.0,0,1,0.0,0.0,0.0,32,2022,8
0,39388.40000009537,3,0.0,0,1,0.0,0.0,0.0,32,2022,9
0,548.6000003814697,3,0.0,0,1,0.0,0.0,0.0,32,2022,10
0,33119.5,3,0.0,0,1,0.0,0.0,0.0,32,2022,11
0,57994.0,3,0.0,0,1,0.0,0.0,0.0,32,2022,12
0,20325.0,3,0.0,0,1,0.0,0.0,0.0,32,2023,1
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2023,2
0,1294.5,3,0.0,0,1,0.0,0.0,0.0,32,2023,3
0,1527.0,3,0.0,0,1,0.0,0.0,0.0,32,2023,4
0,561.0,3,0.0,0,1,0.0,0.0,0.0,32,2023,5
0,1766.5,3,0.0,0,1,0.0,0.0,0.0,32,2023,6
0,731.6999983787537,3,0.0,0,1,0.0,0.0,0.0,32,2023,7
0,169.0,3,0.0,1,0,0.0,0.0,0.0,32,2023,8
0,73.79999828338623,3,0.0,1,0,0.0,0.0,0.0,32,2023,9
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2023,10
0,6.400000095367432,3,0.0,1,0,0.0,0.0,0.0,32,2024,3
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2024,4
0,127.79999923706056,3,0.0,1,0,0.0,0.0,0.0,32,2024,5
0,277.4000015258789,3,0.0,2,0,0.0,0.0,0.0,32,2024,6
0,247.0,3,0.0,2,0,0.0,0.0,0.0,32,2024,7
0,158.49999904632568,3,0.0,1,0,0.0,0.0,0.0,32,2024,8
0,397.8000020980835,3,0.0,0,1,0.0,0.0,0.0,32,2024,9
0,35.0,3,0.0,1,0,0.0,0.0,0.0,32,2024,10
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2024,11
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2024,12
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2025,1
0,0.0,3,0.0,1,0,1.11,2.2,0.05,20,2009,9
0,0.0,3,0.0,1,0,0.2,0.72,0.01,29,2010,7
0,0.0,3,0.0,1,0,0.2,0.72,0.01,29,2010,8
0,0.0,3,0.0,1,0,0.2,0.72,0.01,29,2010,9
0,0.0,3,0.0,1,0,0.2,0.72,0.01,29,2010,10
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,1
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,2
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,3
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,4
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,5
0,246.5,3,0.0,2,0,1.06,14.94,0.36,32,2019,6
0,4324.699996948242,3,0.0,0,1,1.06,14.94,0.36,32,2019,7
0,1841.099999427796,3,0.0,0,1,1.06,14.94,0.36,32,2019,8
0,249.5000028610229,3,0.0,2,0,1.06,14.94,0.36,32,2019,9
0,13.5,3,0.0,1,0,1.06,14.94,0.36,32,2019,10
0,0.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,11
0,1.0,3,0.0,1,0,1.06,14.94,0.36,32,2019,12
0,89.0,3,0.0,1,0,0.0,0.0,0.0,32,2020,1
0,6.0,3,0.0,1,0,0.0,0.0,0.0,32,2020,2
0,155.0,3,0.0,1,0,0.0,0.0,0.0,32,2020,3
0,42.5,3,0.0,1,0,0.0,0.0,0.0,32,2020,4
0,352.09999990463257,3,0.0,0,1,0.0,0.0,0.0,32,2020,5
0,505.6000051498413,3,0.0,0,1,0.0,0.0,0.0,32,2020,6
0,1817.4000043869016,3,0.0,0,1,0.0,0.0,0.0,32,2020,7
0,287.7999970018864,3,0.0,2,0,0.0,0.0,0.0,32,2020,8
0,613.5999958515167,3,0.0,0,1,0.0,0.0,0.0,32,2020,9
0,48.0,3,0.0,1,0,0.0,0.0,0.0,32,2020,10
0,12.0,3,0.0,1,0,0.0,0.0,0.0,32,2020,11
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2020,12
0,11.0,3,0.0,1,0,0.0,0.0,0.0,32,2021,1
0,8.5,3,0.0,1,0,0.0,0.0,0.0,32,2021,2
0,46.0,3,0.0,1,0,0.0,0.0,0.0,32,2021,3
0,17.199999809265137,3,0.0,1,0,0.0,0.0,0.0,32,2021,4
0,483.8000032901764,3,0.0,0,1,0.0,0.0,0.0,32,2021,5
0,248.0,3,0.0,2,0,0.0,0.0,0.0,32,2021,6
0,663.6000008583069,3,0.0,0,1,0.0,0.0,0.0,32,2021,7
0,383.1000001430512,3,0.0,0,1,0.0,0.0,0.0,32,2021,8
0,113.40000200271606,3,0.0,1,0,0.0,0.0,0.0,32,2021,9
0,281.2000026702881,3,0.0,2,0,0.0,0.0,0.0,32,2021,10
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2021,11
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2021,12
0,12.199999809265137,3,0.0,1,0,0.0,0.0,0.0,32,2022,1
0,36.40000057220459,3,0.0,1,0,0.0,0.0,0.0,32,2022,2
0,0.0,3,0.0,1,0,0.0,0.0,0.0,32,2022,3
0,16.399999618530273,3,0.0,1,0,0.0,0.0,0.0,32,2022,4
0,24280.40000200272,3,0.0,0,1,0.0,0.0,0.0,32,2022,5
0,38924.79999637604,3,0.0,0,1,0.0,0.0,0.0,32,2022,6
0,82839.20000076294,3,0.0,0,1,0.0,0.0,0.0,32,2022,7
0,88205.90000152588,3,0.0,0,1,0.0,0.0,0.0,32,2022,8
0,71175.89999961853,3,0.0,0,1,0.0,0.0,0.0,32,2022,9
0,68884.80000019073,3,0.0,0,1,0.0,0.0,0.0,32,2022,10
0,67964.5,3,0.0,0,1,0.0,0.0,0.0,32,2022,11
