Year-Month,District,Rainfall (mm),River,River Level,Flood Risk,Flood Occurred,Area affected in (m.ha),Population affected in (million),Damage to Crops,Damage to Houses
1999-02,Darbhanga,0.4,Kamla,52.99,Safe,No,0.84,6.56,0.3,242.04
1999-02,Darbhanga,0.4,Kamla,49.52,Safe,No,0.84,6.56,0.3,242.04
1999-03,Darbhanga,0.0,Kamla,48.96,Safe,No,0.84,6.56,0.3,242.04
1999-03,Darbhanga,0.0,Kamla,52.99,Safe,No,0.84,6.56,0.3,242.04
1999-03,Darbhanga,0.0,Kamla,49.52,Safe,No,0.84,6.56,0.3,242.04
1999-04,Darbhanga,3.6,Kamla,48.96,Safe,No,0.84,6.56,0.3,242.04
1999-04,Darbhanga,3.6,Kamla,52.99,Safe,No,0.84,6.56,0.3,242.04
1999-04,Darbhanga,3.6,Kamla,49.52,Safe,No,0.84,6.56,0.3,242.04
1999-05,Darbhanga,124.6,Kamla,48.96,Safe,No,0.84,6.56,0.3,242.04
1999-05,Darbhanga,124.6,Kamla,52.99,Safe,No,0.84,6.56,0.3,242.04
1999-05,Darbhanga,124.6,Kamla,49.52,Safe,No,0.84,6.56,0.3,242.04
1999-06,Darbhanga,347.8,Kamla,48.96,DANGER,Yes,0.84,6.56,0.3,242.04
1999-06,Darbhanga,347.8,Kamla,52.99,DANGER,Yes,0.84,6.56,0.3,242.04
1999-06,Darbhanga,347.8,Kamla,49.52,DANGER,Yes,0.84,6.56,0.3,242.04
1999-07,Darbhanga,320.0,Kamla,48.96,DANGER,Yes,0.84,6.56,0.3,242.04
1999-07,Darbhanga,320.0,Kamla,52.99,DANGER,Yes,0.84,6.56,0.3,242.04
1999-07,Darbhanga,320.0,Kamla,49.52,DANGER,Yes,0.84,6.56,0.3,242.04
1999-08,Darbhanga,380.6,Kamla,48.96,DANGER,Yes,0.84,6.56,0.3,242.04
1999-08,Darbhanga,380.6,Kamla,52.99,DANGER,Yes,0.84,6.56,0.3,242.04
1999-08,Darbhanga,380.6,Kamla,49.52,DANGER,Yes,0.84,6.56,0.3,242.04
1999-09,Darbhanga,96.4,Kamla,48.96,Safe,No,0.84,6.56,0.3,242.04
1999-09,Darbhanga,96.4,Kamla,52.99,Safe,No,0.84,6.56,0.3,242.04
1999-09,Darbhanga,96.4,Kamla,49.52,Safe,No,0.84,6.56,0.3,242.04
1999-10,Darbhanga,166.0,Kamla,48.96,Safe,No,0.84,6.56,0.3,242.04
1999-10,Darbhanga,166.0,Kamla,52.99,Safe,No,0.84,6.56,0.3,242.04
1999-10,Darbhanga,166.0,Kamla,49.52,Safe,No,0.84,6.56,0.3,242.04
1999-11,Darbhanga,0.0,Kamla,48.96,Safe,No,0.84,6.56,0.3,242.04
1999-11,Darbhanga,0.0,Kamla,52.99,Safe,No,0.84,6.56,0.3,242.04
1999-11,Darbhanga,0.0,Kamla,49.52,Safe,No,0.84,6.56,0.3,242.04
1999-12,Darbhanga,0.0,Kamla,48.96,Safe,No,0.84,6.56,0.3,242.04
1999-12,Darbhanga,0.0,Kamla,52.99,Safe,No,0.84,6.56,0.3,242.04
1999-12,Darbhanga,0.0,Kamla,49.52,Safe,No,0.84,6.56,0.3,242.04
2000-01,Darbhanga,0.8,Kamla,48.96,Safe,No,0.78,8.24,0.42,75.53
2000-01,Darbhanga,0.8,Kamla,52.99,Safe,No,0.78,8.24,0.42,75.53
2000-01,Darbhanga,0.8,Kamla,49.52,Safe,No,0.78,8.24,0.42,75.53
2000-02,Darbhanga,28.6,Kamla,48.96,Safe,No,0.78,8.24,0.42,75.53
2000-02,Darbhanga,28.6,Kamla,52.99,Safe,No,0.78,8.24,0.42,75.53
2000-02,Darbhanga,28.6,Kamla,49.52,Safe,No,0.78,8.24,0.42,75.53
2000-03,Darbhanga,4.1000000000000005,Kamla,48.96,Safe,No,0.78,8.24,0.42,75.53
2000-03,Darbhanga,4.1000000000000005,Kamla,52.99,Safe,No,0.78,8.24,0.42,75.53
2000-03,Darbhanga,4.1000000000000005,Kamla,49.52,Safe,No,0.78,8.24,0.42,75.53
2000-04,Darbhanga,72.0,Kamla,48.96,Safe,No,0.78,8.24,0.42,75.53
2000-04,Darbhanga,72.0,Kamla,52.99,Safe,No,0.78,8.24,0.42,75.53
2000-04,Darbhanga,72.0,Kamla,49.52,Safe,No,0.78,8.24,0.42,75.53
2000-05,Darbhanga,144.6,Kamla,48.96,Safe,No,0.78,8.24,0.42,75.53
2000-05,Darbhanga,144.6,Kamla,52.99,Safe,No,0.78,8.24,0.42,75.53
2000-05,Darbhanga,144.6,Kamla,49.52,Safe,No,0.78,8.24,0.42,75.53
2000-06,Darbhanga,268.2,Kamla,48.96,WARNING,No,0.78,8.24,0.42,75.53
2000-06,Darbhanga,268.2,Kamla,52.99,WARNING,No,0.78,8.24,0.42,75.53
2000-06,Darbhanga,268.2,Kamla,49.52,WARNING,No,0.78,8.24,0.42,75.53
2000-07,Darbhanga,79.3,Kamla,48.96,Safe,No,0.78,8.24,0.42,75.53
2000-07,Darbhanga,79.3,Kamla,52.99,Safe,No,0.78,8.24,0.42,75.53
2000-07,Darbhanga,79.3,Kamla,49.52,Safe,No,0.78,8.24,0.42,75.53
2000-08,Darbhanga,129.6,Kamla,48.96,Safe,No,0.78,8.24,0.42,75.53
2000-08,Darbhanga,129.6,Kamla,52.99,Safe,No,0.78,8.24,0.42,75.53
2000-08,Darbhanga,129.6,Kamla,49.52,Safe,No,0.78,8.24,0.42,75.53
2000-09,Darbhanga,122.8,Kamla,48.96,Safe,No,0.78,8.24,0.42,75.53
2000-09,Darbhanga,122.8,Kamla,52.99,Safe,No,0.78,8.24,0.42,75.53
2000-09,Darbhanga,122.8,Kamla,49.52,Safe,No,0.78,8.24,0.42,75.53
2000-10,Darbhanga,0.0,Kamla,48.96,Safe,No,0.78,8.24,0.42,75.53
2000-10,Darbhanga,0.0,Kamla,52.99,Safe,No,0.78,8.24,0.42,75.53
2000-10,Darbhanga,0.0,Kamla,49.52,Safe,No,0.78,8.24,0.42,75.53
2000-11,Darbhanga,0.0,Kamla,48.96,Safe,No,0.78,8.24,0.42,75.53
2000-11,Darbhanga,0.0,Kamla,52.99,Safe,No,0.78,8.24,0.42,75.53
2000-11,Darbhanga,0.0,Kamla,49.52,Safe,No,0.78,8.24,0.42,75.53
2000-12,Darbhanga,0.0,Kamla,48.96,Safe,No,0.78,8.24,0.42,75.53
2000-12,Darbhanga,0.0,Kamla,52.99,Safe,No,0.78,8.24,0.42,75.53
2000-12,Darbhanga,0.0,Kamla,49.52,Safe,No,0.78,8.24,0.42,75.53
2001-01,Darbhanga,1.8,Kamla,48.96,Safe,No,1.19,9.1,0.65,267.22
2001-01,Darbhanga,1.8,Kamla,52.99,Safe,No,1.19,9.1,0.65,267.22
2001-01,Darbhanga,1.8,Kamla,49.52,Safe,No,1.19,9.1,0.65,267.22
2001-02,Darbhanga,0.4,Kamla,48.96,Safe,No,1.19,9.1,0.65,267.22
2001-02,Darbhanga,0.4,Kamla,52.99,Safe,No,1.19,9.1,0.65,267.22
2001-02,Darbhanga,0.4,Kamla,49.52,Safe,No,1.19,9.1,0.65,267.22
2001-03,Darbhanga,4.0,Kamla,48.96,Safe,No,1.19,9.1,0.65,267.22
2001-03,Darbhanga,4.0,Kamla,52.99,Safe,No,1.19,9.1,0.65,267.22
2001-03,Darbhanga,4.0,Kamla,49.52,Safe,No,1.19,9.1,0.65,267.22
2001-04,Darbhanga,0.0,Kamla,48.96,Safe,No,1.19,9.1,0.65,267.22
2001-04,Darbhanga,0.0,Kamla,52.99,Safe,No,1.19,9.1,0.65,267.22
2001-04,Darbhanga,0.0,Kamla,49.52,Safe,No,1.19,9.1,0.65,267.22
2001-05,Darbhanga,253.8,Kamla,48.96,WARNING,No,1.19,9.1,0.65,267.22
2001-05,Darbhanga,253.8,Kamla,52.99,WARNING,No,1.19,9.1,0.65,267.22
2001-05,Darbhanga,253.8,Kamla,49.52,WARNING,No,1.19,9.1,0.65,267.22
2001-06,Darbhanga,221.3,Kamla,48.96,WARNING,No,1.19,9.1,0.65,267.22
2001-06,Darbhanga,221.3,Kamla,52.99,WARNING,No,1.19,9.1,0.65,267.22
2001-06,Darbhanga,221.3,Kamla,49.52,WARNING,No,1.19,9.1,0.65,267.22
2001-07,Darbhanga,104.7,Kamla,48.96,Safe,No,1.19,9.1,0.65,267.22
2001-07,Darbhanga,104.7,Kamla,52.99,Safe,No,1.19,9.1,0.65,267.22
2001-07,Darbhanga,104.7,Kamla,49.52,Safe,No,1.19,9.1,0.65,267.22
2001-08,Darbhanga,278.0,Kamla,48.96,WARNING,No,1.19,9.1,0.65,267.22
2001-08,Darbhanga,278.0,Kamla,52.99,WARNING,No,1.19,9.1,0.65,267.22
2001-08,Darbhanga,278.0,Kamla,49.52,WARNING,No,1.19,9.1,0.65,267.22
2001-09,Darbhanga,175.2,Kamla,48.96,Safe,No,1.19,9.1,0.65,267.22
2001-09,Darbhanga,175.2,Kamla,52.99,Safe,No,1.19,9.1,0.65,267.22
2001-09,Darbhanga,175.2,Kamla,49.52,Safe,No,1.19,9.1,0.65,267.22
2001-10,Darbhanga,251.8,Kamla,48.96,WARNING,No,1.19,9.1,0.65,267.22
2001-10,Darbhanga,251.8,Kamla,52.99,WARNING,No,1.19,9.1,0.65,267.22
2001-10,Darbhanga,251.8,Kamla,49.52,WARNING,No,1.19,9.1,0.65,267.22
2001-11,Darbhanga,0.0,Kamla,48.96,Safe,No,1.19,9.1,0.65,267.22
2001-11,Darbhanga,0.0,Kamla,52.99,Safe,No,1.19,9.1,0.65,267.22
2001-11,Darbhanga,0.0,Kamla,49.52,Safe,No,1.19,9.1,0.65,267.22
2001-12,Darbhanga,0.0,Kamla,48.96,Safe,No,1.19,9.1,0.65,267.22
2001-12,Darbhanga,0.0,Kamla,52.99,Safe,No,1.19,9.1,0.65,267.22
2001-12,Darbhanga,0.0,Kamla,49.52,Safe,No,1.19,9.1,0.65,267.22
2002-01,Darbhanga,14.1,Kamla,48.96,Safe,No,1.97,16.02,0.94,511.50
2002-01,Darbhanga,14.1,Kamla,52.99,Safe,No,1.97,16.02,0.94,511.50
2002-01,Darbhanga,14.1,Kamla,49.52,Safe,No,1.97,16.02,0.94,511.50
2002-02,Darbhanga,2.8,Kamla,48.96,Safe,No,1.97,16.02,0.94,511.50
2002-02,Darbhanga,2.8,Kamla,52.99,Safe,No,1.97,16.02,0.94,511.50
2002-02,Darbhanga,2.8,Kamla,49.52,Safe,No,1.97,16.02,0.94,511.50
2002-03,Darbhanga,0.4,Kamla,48.96,Safe,No,1.97,16.02,0.94,511.50
2002-03,Darbhanga,0.4,Kamla,52.99,Safe,No,1.97,16.02,0.94,511.50
2002-03,Darbhanga,0.4,Kamla,49.52,Safe,No,1.97,16.02,0.94,511.50
2002-04,Darbhanga,50.0,Kamla,48.96,Safe,No,1.97,16.02,0.94,511.50
2002-04,Darbhanga,50.0,Kamla,52.99,Safe,No,1.97,16.02,0.94,511.50
2002-04,Darbhanga,50.0,Kamla,49.52,Safe,No,1.97,16.02,0.94,511.50
2002-05,Darbhanga,74.46000000000001,Kamla,48.96,Safe,No,1.97,16.02,0.94,511.50
2002-05,Darbhanga,74.46000000000001,Kamla,52.99,Safe,No,1.97,16.02,0.94,511.50
2002-05,Darbhanga,74.46000000000001,Kamla,49.52,Safe,No,1.97,16.02,0.94,511.50
2002-06,Darbhanga,97.4,Kamla,48.96,Safe,No,1.97,16.02,0.94,511.50
2002-06,Darbhanga,97.4,Kamla,52.99,Safe,No,1.97,16.02,0.94,511.50
2002-06,Darbhanga,97.4,Kamla,49.52,Safe,No,1.97,16.02,0.94,511.50
2002-07,Darbhanga,428.7,Kamla,48.96,DANGER,Yes,1.97,16.02,0.94,511.50
2002-07,Darbhanga,428.7,Kamla,52.99,DANGER,Yes,1.97,16.02,0.94,511.50
2002-07,Darbhanga,428.7,Kamla,49.52,DANGER,Yes,1.97,16.02,0.94,511.50
2002-08,Darbhanga,244.9,Kamla,48.96,WARNING,No,1.97,16.02,0.94,511.50
2002-08,Darbhanga,244.9,Kamla,52.99,WARNING,No,1.97,16.02,0.94,511.50
2002-08,Darbhanga,244.9,Kamla,49.52,WARNING,No,1.97,16.02,0.94,511.50
2002-09,Darbhanga,71.2,Kamla,48.96,Safe,No,1.97,16.02,0.94,511.50
2002-09,Darbhanga,71.2,Kamla,52.99,Safe,No,1.97,16.02,0.94,511.50
2002-09,Darbhanga,71.2,Kamla,49.52,Safe,No,1.97,16.02,0.94,511.50
2002-10,Darbhanga,2.71,Kamla,48.96,Safe,No,1.97,16.02,0.94,511.50
2002-10,Darbhanga,2.71,Kamla,52.99,Safe,No,1.97,16.02,0.94,511.50
2002-10,Darbhanga,2.71,Kamla,49.52,Safe,No,1.97,16.02,0.94,511.50
2002-11,Darbhanga,0.0,Kamla,48.96,Safe,No,1.97,16.02,0.94,511.50
2002-11,Darbhanga,0.0,Kamla,52.99,Safe,No,1.97,16.02,0.94,511.50
2002-11,Darbhanga,0.0,Kamla,49.52,Safe,No,1.97,16.02,0.94,511.50
2002-12,Darbhanga,2.1,Kamla,48.96,Safe,No,1.97,16.02,0.94,511.50
2002-12,Darbhanga,2.1,Kamla,52.99,Safe,No,1.97,16.02,0.94,511.50
2002-12,Darbhanga,2.1,Kamla,49.52,Safe,No,1.97,16.02,0.94,511.50
2003-01,Darbhanga,10.7,Kamla,48.96,Safe,No,1.82,8.16,0.79,94.45
2003-01,Darbhanga,10.7,Kamla,52.99,Safe,No,1.82,8.16,0.79,94.45
2003-01,Darbhanga,10.7,Kamla,49.52,Safe,No,1.82,8.16,0.79,94.45
2003-02,Darbhanga,34.0,Kamla,48.96,Safe,No,1.82,8.16,0.79,94.45
2003-02,Darbhanga,34.0,Kamla,52.99,Safe,No,1.82,8.16,0.79,94.45
2003-02,Darbhanga,34.0,Kamla,49.52,Safe,No,1.82,8.16,0.79,94.45
2003-03,Darbhanga,8.2,Kamla,48.96,Safe,No,1.82,8.16,0.79,94.45
2003-03,Darbhanga,8.2,Kamla,52.99,Safe,No,1.82,8.16,0.79,94.45
2003-03,Darbhanga,8.2,Kamla,49.52,Safe,No,1.82,8.16,0.79,94.45
2003-04,Darbhanga,90.9,Kamla,48.96,Safe,No,1.82,8.16,0.79,94.45
2003-04,Darbhanga,90.9,Kamla,52.99,Safe,No,1.82,8.16,0.79,94.45
2003-04,Darbhanga,90.9,Kamla,49.52,Safe,No,1.82,8.16,0.79,94.45
2003-05,Darbhanga,44.0,Kamla,48.96,Safe,No,1.82,8.16,0.79,94.45
2003-05,Darbhanga,44.0,Kamla,52.99,Safe,No,1.82,8.16,0.79,94.45
2003-05,Darbhanga,44.0,Kamla,49.52,Safe,No,1.82,8.16,0.79,94.45
2003-06,Darbhanga,529.4,Kamla,48.96,DANGER,Yes,1.82,8.16,0.79,94.45
2003-06,Darbhanga,529.4,Kamla,52.99,DANGER,Yes,1.82,8.16,0.79,94.45
2003-06,Darbhanga,529.4,Kamla,49.52,DANGER,Yes,1.82,8.16,0.79,94.45
2003-07,Darbhanga,202.3,Kamla,48.96,WARNING,No,1.82,8.16,0.79,94.45
2003-07,Darbhanga,202.3,Kamla,52.99,WARNING,No,1.82,8.16,0.79,94.45
2003-07,Darbhanga,202.3,Kamla,49.52,WARNING,No,1.82,8.16,0.79,94.45
2003-08,Darbhanga,286.3,Kamla,48.96,WARNING,No,1.82,8.16,0.79,94.45
2003-08,Darbhanga,286.3,Kamla,52.99,WARNING,No,1.82,8.16,0.79,94.45
2003-08,Darbhanga,286.3,Kamla,49.52,WARNING,No,1.82,8.16,0.79,94.45
2003-09,Darbhanga,150.4,Kamla,48.96,Safe,No,1.82,8.16,0.79,94.45
2003-09,Darbhanga,150.4,Kamla,52.99,Safe,No,1.82,8.16,0.79,94.45
2003-09,Darbhanga,150.4,Kamla,49.52,Safe,No,1.82,8.16,0.79,94.45
2003-10,Darbhanga,121.0,Kamla,48.96,Safe,No,1.82,8.16,0.79,94.45
2003-10,Darbhanga,121.0,Kamla,52.99,Safe,No,1.82,8.16,0.79,94.45
2003-10,Darbhanga,121.0,Kamla,49.52,Safe,No,1.82,8.16,0.79,94.45
2003-11,Darbhanga,0.0,Kamla,48.96,Safe,No,1.82,8.16,0.79,94.45
2003-11,Darbhanga,0.0,Kamla,52.99,Safe,No,1.82,8.16,0.79,94.45
2003-11,Darbhanga,0.0,Kamla,49.52,Safe,No,1.82,8.16,0.79,94.45
2003-12,Darbhanga,5.8,Kamla,48.96,Safe,No,1.82,8.16,0.79,94.45
2003-12,Darbhanga,5.8,Kamla,52.99,Safe,No,1.82,8.16,0.79,94.45
2003-12,Darbhanga,5.8,Kamla,49.52,Safe,No,1.82,8.16,0.79,94.45
2004-01,Darbhanga,42.6,Kamla,48.96,Safe,No,2.7,21.3,1.4,522.05
2004-01,Darbhanga,42.6,Kamla,52.99,Safe,No,2.7,21.3,1.4,522.05
2004-01,Darbhanga,42.6,Kamla,49.52,Safe,No,2.7,21.3,1.4,522.05
2004-02,Darbhanga,0.7,Kamla,48.96,Safe,No,2.7,21.3,1.4,522.05
2004-02,Darbhanga,0.7,Kamla,52.99,Safe,No,2.7,21.3,1.4,522.05
2004-02,Darbhanga,0.7,Kamla,49.52,Safe,No,2.7,21.3,1.4,522.05
2004-03,Darbhanga,0.0,Kamla,48.96,Safe,No,2.7,21.3,1.4,522.05
2004-03,Darbhanga,0.0,Kamla,52.99,Safe,No,2.7,21.3,1.4,522.05
2004-03,Darbhanga,0.0,Kamla,49.52,Safe,No,2.7,21.3,1.4,522.05
2004-04,Darbhanga,94.1,Kamla,48.96,Safe,No,2.7,21.3,1.4,522.05
2004-04,Darbhanga,94.1,Kamla,52.99,Safe,No,2.7,21.3,1.4,522.05
2004-04,Darbhanga,94.1,Kamla,49.52,Safe,No,2.7,21.3,1.4,522.05
2004-05,Darbhanga,84.1,Kamla,48.96,Safe,No,2.7,21.3,1.4,522.05
2004-05,Darbhanga,84.1,Kamla,52.99,Safe,No,2.7,21.3,1.4,522.05
2004-05,Darbhanga,84.1,Kamla,49.52,Safe,No,2.7,21.3,1.4,522.05
2004-06,Darbhanga,272.4,Kamla,48.96,WARNING,No,2.7,21.3,1.4,522.05
2004-06,Darbhanga,272.4,Kamla,52.99,WARNING,No,2.7,21.3,1.4,522.05
2004-06,Darbhanga,272.4,Kamla,49.52,WARNING,No,2.7,21.3,1.4,522.05
2004-07,Darbhanga,191.2,Kamla,48.96,Safe,No,2.7,21.3,1.4,522.05
2004-07,Darbhanga,191.2,Kamla,52.99,Safe,No,2.7,21.3,1.4,522.05
2004-07,Darbhanga,191.2,Kamla,49.52,Safe,No,2.7,21.3,1.4,522.05
2004-08,Darbhanga,293.2,Kamla,48.96,WARNING,No,2.7,21.3,1.4,522.05
2004-08,Darbhanga,293.2,Kamla,52.99,WARNING,No,2.7,21.3,1.4,522.05
2004-08,Darbhanga,293.2,Kamla,49.52,WARNING,No,2.7,21.3,1.4,522.05
2004-09,Darbhanga,111.2,Kamla,48.96,Safe,No,2.7,21.3,1.4,522.05
2004-09,Darbhanga,111.2,Kamla,52.99,Safe,No,2.7,21.3,1.4,522.05
2004-09,Darbhanga,111.2,Kamla,49.52,Safe,No,2.7,21.3,1.4,522.05
2004-10,Darbhanga,41.2,Kamla,48.96,Safe,No,2.7,21.3,1.4,522.05
2004-10,Darbhanga,41.2,Kamla,52.99,Safe,No,2.7,21.3,1.4,522.05
2004-10,Darbhanga,41.2,Kamla,49.52,Safe,No,2.7,21.3,1.4,522.05
2004-11,Darbhanga,0.0,Kamla,48.96,Safe,No,2.7,21.3,1.4,522.05
2004-11,Darbhanga,0.0,Kamla,52.99,Safe,No,2.7,21.3,1.4,522.05
2004-11,Darbhanga,0.0,Kamla,49.52,Safe,No,2.7,21.3,1.4,522.05
2004-12,Darbhanga,0.0,Kamla,48.96,Safe,No,2.7,21.3,1.4,522.05
2004-12,Darbhanga,0.0,Kamla,52.99,Safe,No,2.7,21.3,1.4,522.05
2004-12,Darbhanga,0.0,Kamla,49.52,Safe,No,2.7,21.3,1.4,522.05
2005-01,Darbhanga,9.0,Kamla,48.96,Safe,No,0.46,2.1,0.13,11.64
2005-01,Darbhanga,9.0,Kamla,52.99,Safe,No,0.46,2.1,0.13,11.64
2005-01,Darbhanga,9.0,Kamla,49.52,Safe,No,0.46,2.1,0.13,11.64
2005-02,Darbhanga,21.4,Kamla,48.96,Safe,No,0.46,2.1,0.13,11.64
2005-02,Darbhanga,21.4,Kamla,52.99,Safe,No,0.46,2.1,0.13,11.64
2005-02,Darbhanga,21.4,Kamla,49.52,Safe,No,0.46,2.1,0.13,11.64
2005-03,Darbhanga,38.7,Kamla,48.96,Safe,No,0.46,2.1,0.13,11.64
2005-03,Darbhanga,38.7,Kamla,52.99,Safe,No,0.46,2.1,0.13,11.64
2005-03,Darbhanga,38.7,Kamla,49.52,Safe,No,0.46,2.1,0.13,11.64
2005-04,Darbhanga,6.5,Kamla,48.96,Safe,No,0.46,2.1,0.13,11.64
2005-04,Darbhanga,6.5,Kamla,52.99,Safe,No,0.46,2.1,0.13,11.64
2005-04,Darbhanga,6.5,Kamla,49.52,Safe,No,0.46,2.1,0.13,11.64
2005-05,Darbhanga,29.9,Kamla,48.96,Safe,No,0.46,2.1,0.13,11.64
2005-05,Darbhanga,29.9,Kamla,52.99,Safe,No,0.46,2.1,0.13,11.64
2005-05,Darbhanga,29.9,Kamla,49.52,Safe,No,0.46,2.1,0.13,11.64
2005-06,Darbhanga,90.2,Kamla,48.96,Safe,No,0.46,2.1,0.13,11.64
2005-06,Darbhanga,90.2,Kamla,52.99,Safe,No,0.46,2.1,0.13,11.64
2005-06,Darbhanga,90.2,Kamla,49.52,Safe,No,0.46,2.1,0.13,11.64
2005-07,Darbhanga,254.6,Kamla,48.96,WARNING,No,0.46,2.1,0.13,11.64
2005-07,Darbhanga,254.6,Kamla,52.99,WARNING,No,0.46,2.1,0.13,11.64
2005-07,Darbhanga,254.6,Kamla,49.52,WARNING,No,0.46,2.1,0.13,11.64
2005-08,Darbhanga,202.0,Kamla,48.96,WARNING,No,0.46,2.1,0.13,11.64
2005-08,Darbhanga,202.0,Kamla,52.99,WARNING,No,0.46,2.1,0.13,11.64
2005-08,Darbhanga,202.0,Kamla,49.52,WARNING,No,0.46,2.1,0.13,11.64
2005-09,Darbhanga,63.4,Kamla,48.96,Safe,No,0.46,2.1,0.13,11.64
2005-09,Darbhanga,63.4,Kamla,52.99,Safe,No,0.46,2.1,0.13,11.64
2005-09,Darbhanga,63.4,Kamla,49.52,Safe,No,0.46,2.1,0.13,11.64
2005-10,Darbhanga,20.4,Kamla,48.96,Safe,No,0.46,2.1,0.13,11.64
2005-10,Darbhanga,20.4,Kamla,52.99,Safe,No,0.46,2.1,0.13,11.64
2005-10,Darbhanga,20.4,Kamla,49.52,Safe,No,0.46,2.1,0.13,11.64
2005-11,Darbhanga,0.0,Kamla,48.96,Safe,No,0.46,2.1,0.13,11.64
2005-11,Darbhanga,0.0,Kamla,52.99,Safe,No,0.46,2.1,0.13,11.64
2005-11,Darbhanga,0.0,Kamla,49.52,Safe,No,0.46,2.1,0.13,11.64
2005-12,Darbhanga,0.0,Kamla,48.96,Safe,No,0.46,2.1,0.13,11.64
2005-12,Darbhanga,0.0,Kamla,52.99,Safe,No,0.46,2.1,0.13,11.64
2005-12,Darbhanga,0.0,Kamla,49.52,Safe,No,0.46,2.1,0.13,11.64
2006-01,Darbhanga,0.0,Kamla,48.96,Safe,No,17.83,1.16,0.15,14.32
2006-01,Darbhanga,0.0,Kamla,52.99,Safe,No,17.83,1.16,0.15,14.32
2006-01,Darbhanga,0.0,Kamla,49.52,Safe,No,17.83,1.16,0.15,14.32
2006-02,Darbhanga,0.0,Kamla,48.96,Safe,No,17.83,1.16,0.15,14.32
2006-02,Darbhanga,0.0,Kamla,52.99,Safe,No,17.83,1.16,0.15,14.32
2006-02,Darbhanga,0.0,Kamla,49.52,Safe,No,17.83,1.16,0.15,14.32
2006-03,Darbhanga,1.4,Kamla,48.96,Safe,No,17.83,1.16,0.15,14.32
2006-03,Darbhanga,1.4,Kamla,52.99,Safe,No,17.83,1.16,0.15,14.32
2006-03,Darbhanga,1.4,Kamla,49.52,Safe,No,17.83,1.16,0.15,14.32
2006-04,Darbhanga,23.2,Kamla,48.96,Safe,No,17.83,1.16,0.15,14.32
2006-04,Darbhanga,23.2,Kamla,52.99,Safe,No,17.83,1.16,0.15,14.32
2006-04,Darbhanga,23.2,Kamla,49.52,Safe,No,17.83,1.16,0.15,14.32
2006-05,Darbhanga,91.6,Kamla,48.96,Safe,No,17.83,1.16,0.15,14.32
2006-05,Darbhanga,91.6,Kamla,52.99,Safe,No,17.83,1.16,0.15,14.32
2006-05,Darbhanga,91.6,Kamla,49.52,Safe,No,17.83,1.16,0.15,14.32
2006-06,Darbhanga,136.1,Kamla,48.96,Safe,No,17.83,1.16,0.15,14.32
2006-06,Darbhanga,136.1,Kamla,52.99,Safe,No,17.83,1.16,0.15,14.32
2006-06,Darbhanga,136.1,Kamla,49.52,Safe,No,17.83,1.16,0.15,14.32
2006-07,Darbhanga,431.7,Kamla,48.96,DANGER,Yes,17.83,1.16,0.15,14.32
2006-07,Darbhanga,431.7,Kamla,52.99,DANGER,Yes,17.83,1.16,0.15,14.32
2006-07,Darbhanga,431.7,Kamla,49.52,DANGER,Yes,17.83,1.16,0.15,14.32
2006-08,Darbhanga,184.7,Kamla,48.96,Safe,No,17.83,1.16,0.15,14.32
2006-08,Darbhanga,184.7,Kamla,52.99,Safe,No,17.83,1.16,0.15,14.32
2006-08,Darbhanga,184.7,Kamla,49.52,Safe,No,17.83,1.16,0.15,14.32
2006-09,Darbhanga,254.9,Kamla,48.96,WARNING,No,17.83,1.16,0.15,14.32
2006-09,Darbhanga,254.9,Kamla,52.99,WARNING,No,17.83,1.16,0.15,14.32
2006-09,Darbhanga,254.9,Kamla,49.52,WARNING,No,17.83,1.16,0.15,14.32
2006-10,Darbhanga,26.5,Kamla,48.96,Safe,No,17.83,1.16,0.15,14.32
2006-10,Darbhanga,26.5,Kamla,52.99,Safe,No,17.83,1.16,0.15,14.32
2006-10,Darbhanga,26.5,Kamla,49.52,Safe,No,17.83,1.16,0.15,14.32
2006-11,Darbhanga,2.2,Kamla,48.96,Safe,No,17.83,1.16,0.15,14.32
2006-11,Darbhanga,2.2,Kamla,52.99,Safe,No,17.83,1.16,0.15,14.32
2006-11,Darbhanga,2.2,Kamla,49.52,Safe,No,17.83,1.16,0.15,14.32
2006-12,Darbhanga,0.0,Kamla,48.96,Safe,No,17.83,1.16,0.15,14.32
2006-12,Darbhanga,0.0,Kamla,52.99,Safe,No,17.83,1.16,0.15,14.32
2006-12,Darbhanga,0.0,Kamla,49.52,Safe,No,17.83,1.16,0.15,14.32
2007-01,Darbhanga,0.0,Kamla,48.96,Safe,No,1.88,24.44,1.06,768.38
2007-01,Darbhanga,0.0,Kamla,52.99,Safe,No,1.88,24.44,1.06,768.38
2007-01,Darbhanga,0.0,Kamla,49.52,Safe,No,1.88,24.44,1.06,768.38
2007-02,Darbhanga,51.2,Kamla,48.96,Safe,No,1.88,24.44,1.06,768.38
2007-02,Darbhanga,51.2,Kamla,52.99,Safe,No,1.88,24.44,1.06,768.38
2007-02,Darbhanga,51.2,Kamla,49.52,Safe,No,1.88,24.44,1.06,768.38
2007-03,Darbhanga,13.6,Kamla,48.96,Safe,No,1.88,24.44,1.06,768.38
2007-03,Darbhanga,13.6,Kamla,52.99,Safe,No,1.88,24.44,1.06,768.38
2007-03,Darbhanga,13.6,Kamla,49.52,Safe,No,1.88,24.44,1.06,768.38
