Year-Month,District,Rainfall (mm),River,River Level,Flood Risk,Flood Occurred,Area affected in (m.ha),Population affected in (million),Damage to Crops,Damage to Houses
1981-06,Araria,29.0,Kamla,0.0,Safe,No,1.3,7.0,0.6,72.1
1989-06,Araria,12.59999966621399,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
1989-07,Araria,171.40000092983246,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
1989-08,Araria,114.19999845325948,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
1989-09,Araria,450.2000004053116,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
1989-10,Araria,69.59999978542328,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
1990-06,Araria,231.4000008851289,Kamla,0.0,WARNING,No,0.0,0.0,0.0,446.64
1990-07,Araria,548.2000011950731,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
1990-08,Araria,196.19999915361404,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
1990-09,Araria,148.89999997615814,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
1990-10,Araria,73.79999899864197,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
1991-06,Araria,163.0999990105629,Kamla,0.0,Safe,No,0.98,4.823,0.4,23.61
1991-07,Araria,137.60000099241734,Kamla,0.0,Safe,No,0.98,4.823,0.4,23.61
1991-08,Araria,176.59999883174896,Kamla,0.0,Safe,No,0.98,4.823,0.4,23.61
1991-09,Araria,638.0999960899353,Kamla,0.0,DANGER,Yes,0.98,4.823,0.4,23.61
1991-10,Araria,22.40000009536743,Kamla,0.0,Safe,No,0.98,4.823,0.4,23.61
1992-06,Araria,11.399999856948853,Kamla,0.0,Safe,No,0.08,0.55,0.02,0.58
1992-07,Araria,226.69999706745148,Kamla,0.0,WARNING,No,0.08,0.55,0.02,0.58
1992-08,Araria,148.20000088214874,Kamla,0.0,Safe,No,0.08,0.55,0.02,0.58
1992-09,Araria,49.0999992787838,Kamla,0.0,Safe,No,0.08,0.55,0.02,0.58
1992-10,Araria,87.5999997407198,Kamla,0.0,Safe,No,0.08,0.55,0.02,0.58
1993-06,Araria,137.0000001192093,Kamla,0.0,Safe,No,1.56,5.35,1.14,130.50
1993-07,Araria,581.5999941006303,Kamla,0.0,DANGER,Yes,1.56,5.35,1.14,130.50
1993-08,Araria,552.6000010073185,Kamla,0.0,DANGER,Yes,1.56,5.35,1.14,130.50
1993-09,Araria,272.6000028550625,Kamla,0.0,WARNING,No,1.56,5.35,1.14,130.50
1993-10,Araria,25.399999737739563,Kamla,0.0,Safe,No,1.56,5.35,1.14,130.50
1994-06,Araria,142.00000154972076,Kamla,0.0,Safe,No,0.65,4.01,0.35,56.16
1994-07,Araria,192.8999974131584,Kamla,0.0,Safe,No,0.65,4.01,0.35,56.16
1994-08,Araria,230.3000030517578,Kamla,0.0,WARNING,No,0.65,4.01,0.35,56.16
1994-09,Araria,169.70000138878822,Kamla,0.0,Safe,No,0.65,4.01,0.35,56.16
1994-10,Araria,25.000000596046448,Kamla,0.0,Safe,No,0.65,4.01,0.35,56.16
1995-06,Araria,203.4000018835068,Kamla,0.0,WARNING,No,0.92,6.63,0.42,195.14
1995-07,Araria,221.6000020802021,Kamla,0.0,WARNING,No,0.92,6.63,0.42,195.14
1995-08,Araria,283.400001719594,Kamla,0.0,WARNING,No,0.92,6.63,0.42,195.14
1995-09,Araria,225.79999651014805,Kamla,0.0,WARNING,No,0.92,6.63,0.42,195.14
1995-10,Araria,6.200000047683716,Kamla,0.0,Safe,No,0.92,6.63,0.42,195.14
1996-06,Araria,108.99999848008156,Kamla,0.0,Safe,No,1.19,8.73,0.73,71.69
1996-07,Araria,301.0000004768372,Kamla,0.0,DANGER,Yes,1.19,8.73,0.73,71.69
1996-08,Araria,392.3999975025654,Kamla,0.0,DANGER,Yes,1.19,8.73,0.73,71.69
1996-09,Araria,103.79999804496764,Kamla,0.0,Safe,No,1.19,8.73,0.73,71.69
1996-10,Araria,53.80000019073486,Kamla,0.0,Safe,No,1.19,8.73,0.73,71.69
1997-06,Araria,171.40000104904175,Kamla,0.0,Safe,No,1.47,6.96,0.65,57.37
1997-07,Araria,482.7999972105026,Kamla,0.0,DANGER,Yes,1.47,6.96,0.65,57.37
1997-08,Araria,266.7999985963106,Kamla,0.0,WARNING,No,1.47,6.96,0.65,57.37
1997-09,Araria,188.0000015795231,Kamla,0.0,Safe,No,1.47,6.96,0.65,57.37
1997-10,Araria,6.400000095367432,Kamla,0.0,Safe,No,1.47,6.96,0.65,57.37
1998-06,Araria,275.19999861717224,Kamla,0.0,WARNING,No,2.51,13.47,1.28,366.96
1998-07,Araria,879.999997138977,Kamla,0.0,DANGER,Yes,2.51,13.47,1.28,366.96
1998-08,Araria,516.800003528595,Kamla,0.0,DANGER,Yes,2.51,13.47,1.28,366.96
1998-09,Araria,353.9999976158142,Kamla,0.0,DANGER,Yes,2.51,13.47,1.28,366.96
1998-10,Araria,140.3999983072281,Kamla,0.0,Safe,No,2.51,13.47,1.28,366.96
1999-06,Araria,476.1999965906143,Kamla,0.0,DANGER,Yes,0.84,6.56,0.3,242.04
1999-07,Araria,349.0000011920929,Kamla,0.0,DANGER,Yes,0.84,6.56,0.3,242.04
1999-08,Araria,508.8000025749207,Kamla,0.0,DANGER,Yes,0.84,6.56,0.3,242.04
1999-09,Araria,413.9999970793724,Kamla,0.0,DANGER,Yes,0.84,6.56,0.3,242.04
1999-10,Araria,194.6000022888184,Kamla,0.0,Safe,No,0.84,6.56,0.3,242.04
2000-06,Araria,318.6000018119812,Kamla,0.0,DANGER,Yes,0.78,8.24,0.42,75.53
2000-07,Araria,290.3000048398972,Kamla,0.0,WARNING,No,0.78,8.24,0.42,75.53
2000-08,Araria,115.19999885559082,Kamla,0.0,Safe,No,0.78,8.24,0.42,75.53
2000-09,Araria,15.0,Kamla,0.0,Safe,No,0.78,8.24,0.42,75.53
2001-06,Araria,294.1000049114228,Kamla,0.0,WARNING,No,1.19,9.1,0.65,267.22
2001-07,Araria,171.40000224113464,Kamla,0.0,Safe,No,1.19,9.1,0.65,267.22
2001-08,Araria,306.2000022828579,Kamla,0.0,DANGER,Yes,1.19,9.1,0.65,267.22
2001-09,Araria,860.4000072479248,Kamla,0.0,DANGER,Yes,1.19,9.1,0.65,267.22
2001-10,Araria,734.4000091552734,Kamla,0.0,DANGER,Yes,1.19,9.1,0.65,267.22
2002-06,Araria,182.79999935626984,Kamla,0.0,Safe,No,1.97,16.02,0.94,511.50
2002-07,Araria,622.4000067263842,Kamla,0.0,DANGER,Yes,1.97,16.02,0.94,511.50
2002-08,Araria,213.5999970138073,Kamla,0.0,WARNING,No,1.97,16.02,0.94,511.50
2002-09,Araria,214.79999658465383,Kamla,0.0,WARNING,No,1.97,16.02,0.94,511.50
2002-10,Araria,2.200000047683716,Kamla,0.0,Safe,No,1.97,16.02,0.94,511.50
2003-06,Araria,327.99999737739563,Kamla,0.0,DANGER,Yes,1.82,8.16,0.79,94.45
2003-07,Araria,645.3999964743853,Kamla,0.0,DANGER,Yes,1.82,8.16,0.79,94.45
2003-08,Araria,442.6000005304813,Kamla,0.0,DANGER,Yes,1.82,8.16,0.79,94.45
2003-09,Araria,321.59999933838844,Kamla,0.0,DANGER,Yes,1.82,8.16,0.79,94.45
2003-10,Araria,161.20000302791595,Kamla,0.0,Safe,No,1.82,8.16,0.79,94.45
2004-06,Araria,252.60000133514404,Kamla,0.0,WARNING,No,2.7,21.3,1.4,522.05
2004-07,Araria,840.0000015795231,Kamla,0.0,DANGER,Yes,2.7,21.3,1.4,522.05
2004-08,Araria,275.60000252723694,Kamla,0.0,WARNING,No,2.7,21.3,1.4,522.05
2004-09,Araria,262.40000000596046,Kamla,0.0,WARNING,No,2.7,21.3,1.4,522.05
2004-10,Araria,92.00000095367432,Kamla,0.0,Safe,No,2.7,21.3,1.4,522.05
2005-06,Araria,437.2000023126602,Kamla,0.0,DANGER,Yes,0.46,2.1,0.13,11.64
2005-07,Araria,458.9999966621399,Kamla,0.0,DANGER,Yes,0.46,2.1,0.13,11.64
2005-08,Araria,296.19999969005585,Kamla,0.0,WARNING,No,0.46,2.1,0.13,11.64
2005-09,Araria,125.99999952316284,Kamla,0.0,Safe,No,0.46,2.1,0.13,11.64
2005-10,Araria,42.20000076293945,Kamla,0.0,Safe,No,0.46,2.1,0.13,11.64
2006-06,Araria,472.1999924182892,Kamla,0.0,DANGER,Yes,17.83,1.16,0.15,14.32
2006-07,Araria,344.40000224113464,Kamla,0.0,DANGER,Yes,17.83,1.16,0.15,14.32
2006-08,Araria,155.00000101327896,Kamla,0.0,Safe,No,17.83,1.16,0.15,14.32
2006-09,Araria,317.0000003874302,Kamla,0.0,DANGER,Yes,17.83,1.16,0.15,14.32
2006-10,Araria,102.99999809265135,Kamla,0.0,Safe,No,17.83,1.16,0.15,14.32
2007-06,Araria,116.0,Kamla,0.0,Safe,No,1.88,24.44,1.06,768.38
2007-07,Araria,419.0000030994415,Kamla,0.0,DANGER,Yes,1.88,24.44,1.06,768.38
2007-08,Araria,363.6000002622605,Kamla,0.0,DANGER,Yes,1.88,24.44,1.06,768.38
2007-09,Araria,310.7999978661537,Kamla,0.0,DANGER,Yes,1.88,24.44,1.06,768.38
2007-10,Araria,3.400000095367432,Kamla,0.0,Safe,No,1.88,24.44,1.06,768.38
2008-06,Araria,201.3999948501587,Kamla,0.0,WARNING,No,0.64,5.09,0.26,167.30
2008-07,Araria,849.200003772974,Kamla,0.0,DANGER,Yes,0.64,5.09,0.26,167.30
2008-08,Araria,467.8000006079674,Kamla,0.0,DANGER,Yes,0.64,5.09,0.26,167.30
2008-09,Araria,212.4000000059605,Kamla,0.0,WARNING,No,0.64,5.09,0.26,167.30
2008-10,Araria,73.0,Kamla,0.0,Safe,No,0.64,5.09,0.26,167.30
2009-06,Araria,75.19999980926514,Kamla,0.0,Safe,No,1.11,2.2,0.05,21.82
2009-07,Araria,377.599997997284,Kamla,0.0,DANGER,Yes,1.11,2.2,0.05,21.82
2009-08,Araria,615.9999999701977,Kamla,0.0,DANGER,Yes,1.11,2.2,0.05,21.82
2009-09,Araria,78.39999961853027,Kamla,0.0,Safe,No,1.11,2.2,0.05,21.82
2009-10,Araria,87.4000015258789,Kamla,0.0,Safe,No,1.11,2.2,0.05,21.82
2010-06,Araria,270.799999833107,Kamla,0.0,WARNING,No,0.2,0.72,0.01,3.12
2010-07,Araria,423.2000000476837,Kamla,0.0,DANGER,Yes,0.2,0.72,0.01,3.12
2010-08,Araria,140.0,Kamla,0.0,Safe,No,0.2,0.72,0.01,3.12
2010-09,Araria,243.0,Kamla,0.0,WARNING,No,0.2,0.72,0.01,3.12
2010-10,Araria,8.0,Kamla,0.0,Safe,No,0.2,0.72,0.01,3.12
2011-06,Araria,145.60000002384186,Kamla,0.0,Safe,No,3.82,7.14,0.34,102.96
2011-07,Araria,627.8000000119209,Kamla,0.0,DANGER,Yes,3.82,7.14,0.34,102.96
2011-08,Araria,245.0,Kamla,0.0,WARNING,No,3.82,7.14,0.34,102.96
2011-09,Araria,528.2000007629395,Kamla,0.0,DANGER,Yes,3.82,7.14,0.34,102.96
2011-10,Araria,16.0,Kamla,0.0,Safe,No,3.82,7.14,0.34,102.96
2012-06,Araria,45.0,Kamla,0.0,Safe,No,0.11,0.24,0.03,3.00
2012-07,Araria,442.0,Kamla,0.0,DANGER,Yes,0.11,0.24,0.03,3.00
2012-08,Araria,228.0,Kamla,0.0,WARNING,No,0.11,0.24,0.03,3.00
2012-09,Araria,333.79999828338623,Kamla,0.0,DANGER,Yes,0.11,0.24,0.03,3.00
2012-10,Araria,29.0,Kamla,0.0,Safe,No,0.11,0.24,0.03,3.00
2013-06,Araria,342.0,Kamla,0.0,DANGER,Yes,2.36,7.23,0.71,222.80
2013-07,Araria,606.5999989509583,Kamla,0.0,DANGER,Yes,2.36,7.23,0.71,222.80
2013-08,Araria,327.5999995470047,Kamla,0.0,DANGER,Yes,2.36,7.23,0.71,222.80
2013-09,Araria,121.80000007152556,Kamla,0.0,Safe,No,2.36,7.23,0.71,222.80
2013-10,Araria,214.0,Kamla,0.0,WARNING,No,2.36,7.23,0.71,222.80
2014-06,Araria,267.0,Kamla,0.0,WARNING,No,3.9,3.0,0.5,176.4
2014-07,Araria,281.0000004768372,Kamla,0.0,WARNING,No,3.9,3.0,0.5,176.4
2014-08,Araria,418.0,Kamla,0.0,DANGER,Yes,3.9,3.0,0.5,176.4
2014-09,Araria,366.0,Kamla,0.0,DANGER,Yes,3.9,3.0,0.5,176.4
2014-10,Araria,50.0,Kamla,0.0,Safe,No,3.9,3.0,0.5,176.4
2015-05,Araria,0.0,Kamla,0.0,Safe,No,0.01,0.49,0.0,0
2015-06,Araria,147.0,Kamla,0.0,Safe,No,0.01,0.49,0.0,0
2015-07,Araria,226.60000038146973,Kamla,0.0,WARNING,No,0.01,0.49,0.0,0
2015-08,Araria,273.0,Kamla,0.0,WARNING,No,0.01,0.49,0.0,0
2015-09,Araria,129.0,Kamla,0.0,Safe,No,0.01,0.49,0.0,0
2015-10,Araria,38.0,Kamla,0.0,Safe,No,0.01,0.49,0.0,0
2016-01,Araria,23.0,Kamla,0.0,Safe,No,4.33,8.79,0.71,519.77
2016-02,Araria,0.0,Kamla,0.0,Safe,No,4.33,8.79,0.71,519.77
2016-03,Araria,28.30000001192093,Kamla,0.0,Safe,No,4.33,8.79,0.71,519.77
2016-04,Araria,11.0,Kamla,0.0,Safe,No,4.33,8.79,0.71,519.77
2016-05,Araria,163.99999952316284,Kamla,0.0,Safe,No,4.33,8.79,0.71,519.77
2016-06,Araria,213.0,Kamla,0.0,WARNING,No,4.33,8.79,0.71,519.77
2016-07,Araria,535.0,Kamla,0.0,DANGER,Yes,4.33,8.79,0.71,519.77
2016-08,Araria,134.0,Kamla,0.0,Safe,No,4.33,8.79,0.71,519.77
2016-09,Araria,642.5999999046326,Kamla,0.0,DANGER,Yes,4.33,8.79,0.71,519.77
2016-10,Araria,123.0,Kamla,0.0,Safe,No,4.33,8.79,0.71,519.77
2016-11,Araria,0.0,Kamla,0.0,Safe,No,4.33,8.79,0.71,519.77
2016-12,Araria,0.0,Kamla,0.0,Safe,No,4.33,8.79,0.71,519.77
2017-01,Araria,0.0,Kamla,0.0,Safe,No,3.0,18.5,0.3,685.87
2017-02,Araria,0.0,Kamla,0.0,Safe,No,3.0,18.5,0.3,685.87
2017-03,Araria,52.5,Kamla,0.0,Safe,No,3.0,18.5,0.3,685.87
2017-04,Araria,26.0,Kamla,0.0,Safe,No,3.0,18.5,0.3,685.87
2017-05,Araria,28.5,Kamla,0.0,Safe,No,3.0,18.5,0.3,685.87
2017-06,Araria,52.0,Kamla,0.0,Safe,No,3.0,18.5,0.3,685.87
2017-07,Araria,343.0,Kamla,0.0,DANGER,Yes,3.0,18.5,0.3,685.87
2017-08,Araria,679.0,Kamla,0.0,DANGER,Yes,3.0,18.5,0.3,685.87
2017-09,Araria,134.0,Kamla,0.0,Safe,No,3.0,18.5,0.3,685.87
2017-10,Araria,104.0,Kamla,0.0,Safe,No,3.0,18.5,0.3,685.87
2017-11,Araria,0.0,Kamla,0.0,Safe,No,3.0,18.5,0.3,685.87
2017-12,Araria,0.0,Kamla,0.0,Safe,No,3.0,18.5,0.3,685.87
2018-01,Araria,0.0,Kamla,0.0,Safe,No,0.03,0.15,0.0,5.14
2018-02,Araria,0.0,Kamla,0.0,Safe,No,0.03,0.15,0.0,5.14
2018-03,Araria,2.0,Kamla,0.0,Safe,No,0.03,0.15,0.0,5.14
2018-04,Araria,160.0,Kamla,0.0,Safe,No,0.03,0.15,0.0,5.14
2018-05,Araria,161.0,Kamla,0.0,Safe,No,0.03,0.15,0.0,5.14
2018-06,Araria,98.0,Kamla,0.0,Safe,No,0.03,0.15,0.0,5.14
2018-07,Araria,241.00000083446503,Kamla,0.0,WARNING,No,0.03,0.15,0.0,5.14
2018-08,Araria,408.0000004768372,Kamla,0.0,DANGER,Yes,0.03,0.15,0.0,5.14
2018-09,Araria,164.39999878406525,Kamla,0.0,Safe,No,0.03,0.15,0.0,5.14
2018-10,Araria,4.0,Kamla,0.0,Safe,No,0.03,0.15,0.0,5.14
2018-11,Araria,0.0,Kamla,0.0,Safe,No,0.03,0.15,0.0,5.14
2018-12,Araria,3.0,Kamla,0.0,Safe,No,0.03,0.15,0.0,5.14
2019-01,Araria,0.6000000238418579,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-02,Araria,13.0,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-03,Araria,3.0,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-04,Araria,22.399999976158146,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-05,Araria,82.01000022888184,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-06,Araria,517.0,Kamla,0.0,DANGER,Yes,1.06,14.94,0.36,446.64
2019-07,Araria,1630.4999969303608,Kamla,0.0,DANGER,Yes,1.06,14.94,0.36,446.64
2019-08,Araria,742.4999995529652,Kamla,0.0,DANGER,Yes,1.06,14.94,0.36,446.64
2019-09,Araria,3138.500003159046,Kamla,0.0,DANGER,Yes,1.06,14.94,0.36,446.64
2019-10,Araria,1754.5999999046326,Kamla,0.0,DANGER,Yes,1.06,14.94,0.36,446.64
2019-11,Araria,342.5,Kamla,0.0,DANGER,Yes,1.06,14.94,0.36,446.64
2019-12,Araria,813.5,Kamla,0.0,DANGER,Yes,1.06,14.94,0.36,446.64
2020-01,Araria,58.10000002384186,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2020-02,Araria,24.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2020-03,Araria,118.39999997615814,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2020-04,Araria,1271.5,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-05,Araria,1787.699999332428,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-06,Araria,1784.8000021278858,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-07,Araria,2190.499998807907,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-08,Araria,1690.4999988377094,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-09,Araria,1725.4999977350235,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-10,Araria,6162.999999910593,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-11,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2020-12,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-01,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-02,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-03,Araria,0.5,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-04,Araria,68.30000007152557,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-05,Araria,970.8999974727632,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2021-06,Araria,945.399998575449,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2021-07,Araria,245.60000014305115,Kamla,0.0,WARNING,No,0.0,0.0,0.0,446.64
2021-08,Araria,200.60000109672544,Kamla,0.0,WARNING,No,0.0,0.0,0.0,446.64
2021-09,Araria,76.8000001013279,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-10,Araria,179.60000228881836,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-11,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-12,Araria,2.799999952316284,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2022-01,Araria,6.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2022-02,Araria,26.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2022-03,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2022-04,Araria,6.3999998569488525,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2022-05,Araria,14135.70000064373,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2022-06,Araria,18704.60000327229,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2022-07,Araria,572.1000007987022,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2022-08,Araria,181.40000009536743,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2022-09,Araria,277.1999996304512,Kamla,0.0,WARNING,No,0.0,0.0,0.0,446.64
2022-10,Araria,81.5,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2022-11,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2022-12,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2023-01,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2023-02,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2023-03,Araria,7.199999928474426,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2023-04,Araria,5.200000107288361,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2023-05,Araria,55.59999990463257,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2023-06,Araria,252.7999975681305,Kamla,0.0,WARNING,No,0.0,0.0,0.0,446.64
2023-07,Araria,416.599999666214,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2023-08,Araria,622.7999984025955,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2023-09,Araria,318.200002104044,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2023-10,Araria,92.79999995231628,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2023-11,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2023-12,Araria,4.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2024-01,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2024-02,Araria,1.2000000476837158,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2024-03,Araria,66.39999961853027,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2024-04,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2024-05,Araria,99.99999809265135,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2024-06,Araria,239.79999947547915,Kamla,0.0,WARNING,No,0.0,0.0,0.0,446.64
2024-07,Araria,264.99999964237213,Kamla,0.0,WARNING,No,0.0,0.0,0.0,446.64
2024-08,Araria,237.6000016927719,Kamla,0.0,WARNING,No,0.0,0.0,0.0,446.64
2024-09,Araria,439.5999994277954,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2024-10,Araria,3.3999999165534973,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2024-11,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2024-12,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2025-01,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
1995-07,Araria,0.0,Kamla,0.0,Safe,No,0.92,6.63,0.42,195.14
2009-09,Araria,0.0,Kamla,0.0,Safe,No,1.11,2.2,0.05,21.82
2010-07,Araria,0.0,Kamla,0.0,Safe,No,0.2,0.72,0.01,3.12
2010-08,Araria,0.0,Kamla,0.0,Safe,No,0.2,0.72,0.01,3.12
2010-09,Araria,0.0,Kamla,0.0,Safe,No,0.2,0.72,0.01,3.12
2010-10,Araria,0.0,Kamla,0.0,Safe,No,0.2,0.72,0.01,3.12
2019-01,Araria,0.0,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-02,Araria,0.0,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-03,Araria,0.0,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-04,Araria,0.0,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-05,Araria,0.0,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-06,Araria,427.5,Kamla,0.0,DANGER,Yes,1.06,14.94,0.36,446.64
2019-07,Araria,112.5,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-08,Araria,0.0,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-09,Araria,368.19999980926514,Kamla,0.0,DANGER,Yes,1.06,14.94,0.36,446.64
2019-10,Araria,7.0,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-11,Araria,0.0,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2019-12,Araria,0.0,Kamla,0.0,Safe,No,1.06,14.94,0.36,446.64
2020-01,Araria,11338.0,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-02,Araria,288.19999980926514,Kamla,0.0,WARNING,No,0.0,0.0,0.0,446.64
2020-03,Araria,62.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2020-04,Araria,552.0,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-05,Araria,1078.5,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-06,Araria,2419.2000007629395,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-07,Araria,4552.600001573563,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-08,Araria,1384.2999992370603,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-09,Araria,9752.999998092651,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2020-10,Araria,119.5,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2020-11,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2020-12,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-01,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-02,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-03,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-04,Araria,268.80000019073486,Kamla,0.0,WARNING,No,0.0,0.0,0.0,446.64
2021-05,Araria,4123.000000476837,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2021-06,Araria,3603.199999332428,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2021-07,Araria,2343.9000034332275,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2021-08,Araria,533.2000018358231,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2021-09,Araria,162.099999666214,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-10,Araria,98.60000276565552,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-11,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2021-12,Araria,142.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2022-01,Araria,3.5999999046325684,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2022-02,Araria,5.200000047683716,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2022-03,Araria,0.0,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2022-04,Araria,20.20000004768372,Kamla,0.0,Safe,No,0.0,0.0,0.0,446.64
2022-05,Araria,17319.800001382828,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
2022-06,Araria,31824.19999837876,Kamla,0.0,DANGER,Yes,0.0,0.0,0.0,446.64
