Year-Month,Rainfall (mm),Flood Risk,Sub_District
2018-02,0.0,Safe,Gaya
2018-03,0.0,Safe,Gaya
2018-04,0.0,Safe,Gaya
2018-05,0.0,Safe,Gaya
2018-06,25.92,Safe,Gaya
2018-07,77.0,Safe,Gaya
2018-08,501.2000000000001,DANGER,Gaya
2018-09,65.6,Safe,Gaya
2018-10,16.0,Safe,Gaya
2018-12,0.0,Safe,Gaya
2019-01,0.0,Safe,Gaya
2019-06,651.0,DANGER,Gaya
2019-07,2005.0,DANGER,Gaya
2019-08,1279.3,DANGER,Gaya
2019-09,1378.71,DANGER,Gaya
2019-10,598.6,DANGER,Gaya
2019-11,309.5,DANGER,Gaya
2019-12,368.5,DANGER,Gaya
2020-01,14.5,Safe,Gaya
2020-02,116.5,Safe,Gaya
2020-03,220.0,WARNING,Gaya
2020-04,10.5,Safe,Gaya
2020-05,65.5,Safe,Gaya
2020-06,2006.6,DANGER,Gaya
2020-07,3239.1,DANGER,Gaya
2020-08,1252.4,DANGER,Gaya
2020-09,2784.7,DANGER,Gaya
2020-10,446.2,DANGER,Gaya
2020-11,17.5,Safe,Gaya
2020-12,0.0,Safe,Gaya
2021-01,0.0,Safe,Gaya
2021-02,0.0,Safe,Gaya
2021-03,0.0,Safe,Gaya
2021-04,0.0,Safe,Gaya
2021-05,902.5,DANGER,Gaya
2021-06,2678.8,DANGER,Gaya
2021-07,917.4,DANGER,Gaya
2021-08,998.7,DANGER,Gaya
2021-09,183.6,Safe,Gaya
2021-10,42.8,Safe,Gaya
2021-11,0.0,Safe,Gaya
2021-12,34.5,Safe,Gaya
2022-01,10.0,Safe,Gaya
2022-02,12.9,Safe,Gaya
2022-03,0.0,Safe,Gaya
2022-04,0.0,Safe,Gaya
2022-05,12.3,Safe,Gaya
2022-06,3165.5,DANGER,Gaya
2022-07,11563.9,DANGER,Gaya
2022-08,17076.2,DANGER,Gaya
2022-09,12727.8,DANGER,Gaya
2022-10,40953.1,DANGER,Gaya
2022-11,52050.0,DANGER,Gaya
2022-12,74931.5,DANGER,Gaya
2023-01,27235.5,DANGER,Gaya
2023-02,0.0,Safe,Gaya
2023-03,1304.5,DANGER,Gaya
2023-04,1358.6,DANGER,Gaya
2023-05,1.0,Safe,Gaya
2023-06,72.89999999999999,Safe,Gaya
2023-07,169.1,Safe,Gaya
2023-08,114.3,Safe,Gaya
2023-09,204.1,WARNING,Gaya
2023-10,102.8,Safe,Gaya
2023-11,0.0,Safe,Gaya
2023-12,22.2,Safe,Gaya
2024-01,0.4,Safe,Gaya
2024-02,16.5,Safe,Gaya
2024-03,34.8,Safe,Gaya
2024-04,271.0,WARNING,Gaya
2024-05,14282.6,DANGER,Gaya
2024-06,18621.3,DANGER,Gaya
2024-07,44554.6,DANGER,Gaya
2024-08,19775.7,DANGER,Gaya
2024-09,1983.1,DANGER,Gaya
2024-10,37588.0,DANGER,Gaya
2024-11,26815.0,DANGER,Gaya
2024-12,76296.2,DANGER,Gaya
2025-01,73893.0,DANGER,Gaya
2019-06,0.0,Safe,Dobhi
2019-08,0.0,Safe,Dobhi
2021-06,212.2,WARNING,Dobhi
2021-07,310.7,DANGER,Dobhi
2021-08,298.4,WARNING,Dobhi
2021-09,289.83,WARNING,Dobhi
2021-10,79.1,Safe,Dobhi
2021-11,0.0,Safe,Dobhi
2021-12,13.3,Safe,Dobhi
2022-01,28.3,Safe,Dobhi
2022-02,11.9,Safe,Dobhi
2022-03,0.0,Safe,Dobhi
2022-04,0.0,Safe,Dobhi
2022-05,24.4,Safe,Dobhi
2022-06,81.9,Safe,Dobhi
2022-07,179.2,Safe,Dobhi
2022-08,72.7,Safe,Dobhi
2022-09,0.0,Safe,Dobhi
2023-01,0.0,Safe,Dobhi
2023-02,0.0,Safe,Dobhi
2023-03,0.0,Safe,Dobhi
2023-04,0.0,Safe,Dobhi
2023-05,1.8,Safe,Dobhi
2023-06,53.1,Safe,Dobhi
2023-07,78.0,Safe,Dobhi
2023-08,153.0,Safe,Dobhi
2023-09,247.6,WARNING,Dobhi
2023-10,103.6,Safe,Dobhi
2023-11,0.0,Safe,Dobhi
2023-12,21.0,Safe,Dobhi
2024-01,2.8,Safe,Dobhi
2024-02,32.6,Safe,Dobhi
2024-03,30.6,Safe,Dobhi
2024-04,3.4,Safe,Dobhi
2024-05,18.8,Safe,Dobhi
2024-06,41.8,Safe,Dobhi
2024-07,219.3,WARNING,Dobhi
2024-08,386.2,DANGER,Dobhi
2024-09,207.6,WARNING,Dobhi
2024-10,16.200000000000003,Safe,Dobhi
2024-11,0.0,Safe,Dobhi
2024-12,0.0,Safe,Dobhi
2025-01,0.0,Safe,Dobhi
