District,Rainfall (mm),River,River Level,Flood Risk,Flood Occurred,Area affected in (m.ha),Population affected in (million),Damage to Crops,Damage to Houses,Year,Month_sin,Month_cos
8,0.0,3,1.1249479549285015,1.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,0.4999999999999999,-0.8660254037844387
8,1.851504511806452,3,2.767562996423227,1.0,1,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,1.2246467991473532e-16,-1.0
8,0.0,3,1.5620731901814973,1.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,1.2246467991473532e-16,-1.0
8,0.0,3,0.9809998818876892,1.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,1.2246467991473532e-16,-1.0
8,0.0,3,1.1001313477211292,0.0,1,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-0.4999999999999997,-0.8660254037844388
8,0.268795365352409,3,1.9983040771440084,0.0,1,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-0.4999999999999997,-0.8660254037844388
8,1.1919995257641176,3,3.0888057508947724,0.0,1,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-0.4999999999999997,-0.8660254037844388
8,0.0,3,0.7085873482789204,1.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-0.8660254037844385,-0.5000000000000004
8,0.0,3,1.908521286454047,1.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-0.8660254037844385,-0.5000000000000004
8,0.4769544107815048,3,3.366966524951758,1.0,1,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-0.8660254037844385,-0.5000000000000004
8,0.0,3,1.9025610078841,2.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-1.0,-1.8369701987210287e-16
8,0.0,3,2.6324695158441136,2.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-1.0,-1.8369701987210287e-16
8,0.0,3,2.2422689509104266,2.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-1.0,-1.8369701987210287e-16
8,0.0,3,2.1351353002268136,1.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-0.8660254037844386,0.5000000000000001
8,0.3634010648474274,3,2.4935472776300487,1.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-0.8660254037844386,0.5000000000000001
8,0.0,3,1.8116282003212103,1.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-0.8660254037844386,0.5000000000000001
8,0.0,3,1.2231400461573378,1.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-0.5000000000000004,0.8660254037844384
8,0.0,3,2.4213016906357083,1.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-0.5000000000000004,0.8660254037844384
8,0.0,3,2.506999128999805,1.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-0.5000000000000004,0.8660254037844384
8,0.0,3,2.288302323829165,1.0,0,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-2.4492935982947064e-16,1.0
8,0.1561685749569678,3,3.032253263148885,1.0,1,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-2.4492935982947064e-16,1.0
8,0.4824355624922938,3,3.2702580287104857,1.0,1,-0.8697690176727929,-0.8146149068172531,-0.7833677004054139,-0.41265913069785004,2012,-2.4492935982947064e-16,1.0
8,0.1224951389317311,3,1.7038051726880317,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,0.4999999999999999,0.8660254037844387
8,0.1712562652183314,3,1.9253796865956376,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,0.4999999999999999,0.8660254037844387
8,0.0,3,1.9844214144610317,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,0.4999999999999999,0.8660254037844387
8,0.0,3,2.1487903335987286,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,0.8660254037844386,0.5000000000000001
8,0.1940416681672429,3,2.7038704237021736,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,0.8660254037844386,0.5000000000000001
8,0.3935885854223163,3,2.463082520595038,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,0.8660254037844386,0.5000000000000001
8,0.0,3,1.6199816996715668,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,1.0,6.123233995736766e-17
8,0.0,3,1.9919705994433785,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,1.0,6.123233995736766e-17
8,0.0,3,2.715685336628761,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,1.0,6.123233995736766e-17
8,0.2436405311697724,3,1.7145773531086104,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,0.8660254037844387,-0.4999999999999998
8,0.6416142551960646,3,2.868471046880801,1.0,1,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,0.8660254037844387,-0.4999999999999998
8,0.0,3,1.869359623880719,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,0.8660254037844387,-0.4999999999999998
8,0.5491793196424932,3,1.7269953248387264,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,0.4999999999999999,-0.8660254037844387
8,0.0,3,3.4121760968980874,1.0,1,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,0.4999999999999999,-0.8660254037844387
8,0.0,3,2.401510874585877,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,0.4999999999999999,-0.8660254037844387
8,0.0,3,2.5679943734021298,2.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,1.2246467991473532e-16,-1.0
8,0.4331695178566984,3,1.9886505878605945,2.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,1.2246467991473532e-16,-1.0
8,0.0963426796046287,3,3.3550176347398595,2.0,1,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,1.2246467991473532e-16,-1.0
8,1.6409863292476643,3,3.297248756681729,1.0,1,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-0.4999999999999997,-0.8660254037844388
8,0.0,3,0.5103900331549688,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-0.4999999999999997,-0.8660254037844388
8,0.2348073487535351,3,1.8627413676477724,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-0.4999999999999997,-0.8660254037844388
8,0.0,3,0.8644312226300244,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-0.8660254037844385,-0.5000000000000004
8,0.0,3,1.454225516477574,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-0.8660254037844385,-0.5000000000000004
8,0.0,3,1.3852827892569808,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-0.8660254037844385,-0.5000000000000004
8,0.0,3,2.3184429654416348,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-1.0,-1.8369701987210287e-16
8,2.1475886651697067,3,3.634216759746261,1.0,1,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-1.0,-1.8369701987210287e-16
8,0.0,3,2.176244532125682,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-1.0,-1.8369701987210287e-16
8,0.0,3,1.7367336856039126,2.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-0.8660254037844386,0.5000000000000001
8,0.0513480352069805,3,2.178165524747449,2.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-0.8660254037844386,0.5000000000000001
8,0.0,3,0.7272765534103023,2.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-0.8660254037844386,0.5000000000000001
8,0.0,3,1.1546620405879244,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-0.5000000000000004,0.8660254037844384
8,0.0,3,1.4473913952072,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-0.5000000000000004,0.8660254037844384
8,0.4430442611350731,3,1.9400446598829064,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-0.5000000000000004,0.8660254037844384
8,0.5862617543211815,3,3.479577530161216,1.0,1,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-2.4492935982947064e-16,1.0
8,0.0,3,1.4442234786355457,1.0,0,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-2.4492935982947064e-16,1.0
8,0.0,3,2.981389311464018,1.0,1,2.3362825471717823,0.7312712344674919,1.9760788828483642,-2.0131167465783175,2013,-2.4492935982947064e-16,1.0
8,0.0,3,1.2891695520705042,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,0.4999999999999999,0.8660254037844387
8,0.0,3,2.8230160691714,1.0,1,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,0.4999999999999999,0.8660254037844387
8,0.0,3,2.117323957074349,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,0.4999999999999999,0.8660254037844387
8,0.0,3,1.7111583480956625,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,0.8660254037844386,0.5000000000000001
8,0.0,3,1.8141328224671844,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,0.8660254037844386,0.5000000000000001
8,0.0,3,1.901275694163304,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,0.8660254037844386,0.5000000000000001
8,0.0,3,2.1018404234404184,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,1.0,6.123233995736766e-17
8,0.2407053413349215,3,2.5944011652337373,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,1.0,6.123233995736766e-17
8,0.0,3,2.8147086044858103,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,1.0,6.123233995736766e-17
8,0.0,3,1.9788803533938677,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,0.8660254037844387,-0.4999999999999998
8,0.6770099674954023,3,2.683697352755761,1.0,1,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,0.8660254037844387,-0.4999999999999998
8,0.0,3,1.238704346824568,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,0.8660254037844387,-0.4999999999999998
8,0.0,3,2.0627721855837864,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,0.4999999999999999,-0.8660254037844387
8,0.0,3,2.613348922682402,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,0.4999999999999999,-0.8660254037844387
8,0.0,3,1.7264272794703517,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,0.4999999999999999,-0.8660254037844387
8,0.0,3,1.9503343567045155,1.0,0,-0.9837619622006,-0.8345190202243528,-0.9051079908430807,0.7305248806453408,2018,1.2246467991473532e-16,-1.0
